Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,CommuneDensity,CommuneCount
16.9,65.0,8.0,8.0,6.0,8.0,4.5,1,1,0.35,14.0
6.95,72.0,3.0,2.0,4.0,5.0,5.0,1,1,0.16,34.0
7.2,56.0,4.0,5.0,4.0,7.0,4.0,1,1,0.19,10.0
7.45,49.0,3.0,4.0,3.0,4.0,4.2,1,1,0.72,15.0
4.25,58.0,3.0,4.0,3.0,13.0,4.0,1,1,0.09,22.0
3.76,75.0,4.0,3.0,4.0,8.0,4.0,1,1,0.11,17.0
7.5,54.0,4.0,4.0,4.0,8.0,6.0,1,1,0.68,11.0
10.0,38.0,4.0,5.0,5.0,4.0,4.0,1,1,0.99,9.0
3.23,50.0,3.0,3.0,3.0,3.0,4.84,1,1,0.57,6.0
6.2,30.0,2.0,3.0,3.0,4.0,3.8,1,1,1.3,10.0
9.5,36.0,2.0,2.0,3.0,3.0,5.5,1,0,0.65,8.0
5.75,36.0,4.0,4.0,4.0,2.5,3.15,1,1,0.22,13.0
18.5,84.0,5.0,4.0,4.0,4.0,3.6,1,1,1.7,17.0
4.0,35.0,4.0,4.0,5.0,3.0,4.0,1,1,0.25,16.0
3.4,35.0,4.0,4.0,5.0,3.0,4.0,1,1,0.25,16.0
6.0,35.0,3.0,4.0,5.0,4.0,4.3,1,1,0.22,13.0
15.6,120.0,5.0,6.0,4.0,12.0,6.0,1,1,0.16,34.0
0.98,75.0,2.0,2.0,1.0,2.0,5.0,1,0,0.14,14.0
5.2,40.0,4.0,4.0,5.0,3.5,3.5,1,0,0.35,14.0
7.49,46.8,4.0,3.0,3.0,5.0,4.6,1,1,1.39,10.0
2.29,75.0,3.0,1.0,2.0,4.0,5.0,1,1,0.12,14.0
5.4,22.0,3.0,3.0,4.0,4.0,3.0,1,1,1.46,15.0
6.4,37.0,3.0,4.0,5.0,2.5,3.5,1,1,1.41,13.0
7.5,40.0,4.0,4.0,5.0,2.5,4.0,1,1,0.29,13.0
6.6,100.0,2.0,2.0,2.0,6.0,5.0,1,1,0.68,11.0
12.5,75.0,2.0,2.0,3.0,10.0,5.2,1,1,0.22,13.0
5.65,30.0,5.0,5.0,4.0,2.5,5.6,1,0,0.29,13.0
18.5,55.0,4.0,3.0,4.0,12.0,3.6,1,1,1.41,13.0
11.95,56.0,4.0,4.0,5.0,3.0,5.0,1,1,1.41,13.0
3.0,43.0,3.0,3.0,3.0,3.0,4.0,1,1,0.11,17.0
7.95,30.0,4.0,5.0,5.0,2.0,4.5,1,1,1.46,15.0
5.2,50.0,3.0,3.0,2.0,3.0,4.0,1,1,1.39,10.0
13.9,64.0,4.0,4.0,4.0,6.0,4.0,1,1,0.72,15.0
4.25,57.2,5.0,5.0,4.0,8.0,4.4,1,1,2.33,10.0
1.7,25.0,2.0,2.0,2.0,2.0,5.85,1,1,0.25,10.0
15.0,80.0,5.0,4.0,4.0,10.0,4.0,1,1,0.67,15.0
9.8,40.0,4.0,5.0,6.0,3.0,4.0,0,0,0.99,9.0
6.5,50.1,4.0,4.0,4.0,6.0,4.85,1,1,0.07,7.0
7.9,42.0,4.0,3.0,4.0,3.0,4.0,1,1,0.99,9.0
9.5,60.0,4.0,4.0,4.0,6.0,4.6,1,1,0.61,12.0
6.6,36.0,3.0,4.0,5.0,3.0,5.0,1,1,0.99,9.0
2.0,36.7,2.0,2.0,2.0,2.0,4.0,1,1,0.09,22.0
4.75,40.0,3.0,4.0,3.0,3.0,3.0,1,1,0.68,11.0
15.5,92.0,4.0,4.0,4.0,2.5,5.0,1,0,1.7,17.0
13.8,38.0,3.0,4.0,5.0,3.0,4.0,1,1,1.41,13.0
2.1,45.0,2.0,2.0,2.0,2.8,2.8,1,0,0.24,7.0
5.9,29.0,3.0,3.0,4.0,2.5,3.3,1,1,0.33,8.0
5.1,51.0,4.0,4.0,3.0,5.0,4.5,1,0,0.16,34.0
7.95,40.0,4.0,4.0,5.0,2.5,3.7,1,1,1.41,13.0
10.5,46.0,2.0,3.0,3.0,4.0,3.0,1,1,1.7,17.0
6.2,33.0,3.0,3.0,4.0,3.0,4.0,1,1,0.3,15.0
1.5,14.0,2.0,1.0,3.0,7.0,4.0,0,1,0.33,8.0
3.45,75.0,3.0,3.0,3.0,4.0,5.0,1,1,0.12,14.0
6.79,64.0,4.0,5.0,4.0,6.0,6.0,1,1,0.19,10.0
5.4,34.0,3.0,3.0,5.0,3.0,3.4,1,1,0.3,15.0
6.0,30.0,3.0,4.0,5.0,3.0,6.0,1,1,0.29,13.0
18.0,60.0,5.0,5.0,7.0,12.0,5.0,1,1,0.3,15.0
4.99,116.0,3.0,3.0,2.0,6.0,5.0,1,0,0.12,14.0
9.5,56.0,4.0,6.0,5.0,7.0,5.6,1,1,0.61,12.0
4.6,36.0,3.0,4.0,5.0,4.0,4.0,1,0,0.24,20.0
9.45,60.0,5.0,6.0,4.0,7.0,4.0,1,1,0.16,34.0
9.5,60.0,4.0,4.0,5.0,6.0,4.6,1,1,0.61,12.0
8.7,53.0,4.0,3.0,4.0,5.0,4.3,1,1,0.3,15.0
3.37,20.0,5.0,4.0,6.0,2.0,3.6,0,1,1.46,15.0
21.9,71.0,4.0,3.0,3.0,6.0,6.4,1,1,1.7,17.0
6.33,36.0,3.0,4.0,5.0,2.5,3.4,1,1,1.7,17.0
7.8,74.0,8.0,5.0,3.0,7.0,4.0,1,1,0.68,11.0
11.2,97.0,4.0,2.0,3.0,6.0,4.0,1,0,0.11,17.0
7.1,35.0,3.0,5.0,6.0,5.0,4.0,1,1,0.22,13.0
7.0,74.0,3.0,3.0,2.0,3.0,4.2,1,1,0.61,12.0
2.55,31.0,3.0,3.0,3.0,4.0,3.1,1,1,0.21,11.0
4.8,49.6,2.0,2.0,2.0,5.0,4.0,1,0,0.19,10.0
18.9,62.0,6.0,5.0,5.0,5.0,4.7,1,1,0.65,8.0
7.95,50.5,4.0,5.0,4.0,4.5,4.0,1,1,0.61,12.0
8.7,64.4,4.0,4.0,4.0,4.0,5.0,1,1,1.39,10.0
4.5,105.0,4.0,3.0,2.0,7.0,5.0,1,0,0.11,12.0
12.9,53.0,5.0,4.0,6.0,5.0,4.5,1,1,0.22,13.0
9.0,55.0,4.0,4.0,6.0,6.0,4.0,1,1,0.22,13.0
6.5,93.0,3.0,3.0,2.0,5.0,4.0,1,1,0.16,34.0
11.5,110.0,4.0,3.0,3.0,10.0,5.0,1,1,0.67,15.0
7.5,36.0,3.0,4.0,6.0,3.0,3.6,1,1,0.31,10.0
2.55,41.0,4.0,4.0,4.0,6.0,4.0,1,1,0.67,15.0
7.8,46.0,5.0,5.0,3.0,4.0,3.3,1,1,2.33,10.0
11.8,76.0,4.0,4.0,4.0,5.0,4.0,1,1,0.67,15.0
16.0,35.0,6.0,5.0,5.0,10.0,3.1,1,1,0.33,8.0
25.0,95.0,5.0,4.0,5.0,8.0,5.5,1,1,0.33,8.0
8.99,60.9,4.0,5.0,3.0,4.0,3.9,1,0,2.24,11.0
5.5,35.0,4.0,4.0,5.0,3.5,4.0,0,1,0.29,13.0
5.3,76.0,2.0,2.0,2.0,4.0,5.0,1,1,0.67,15.0
5.2,80.0,3.0,3.0,3.0,5.5,5.0,1,1,0.06,5.0
4.9,28.8,3.0,3.0,2.0,3.0,3.4,1,1,0.72,15.0
4.95,52.0,2.0,3.0,2.0,5.0,4.0,1,1,0.67,15.0
6.9,64.0,5.0,5.0,4.0,4.0,4.0,1,1,0.16,34.0
22.5,61.0,4.0,4.0,5.0,10.0,5.0,1,1,0.35,14.0
17.5,64.0,5.0,5.0,4.0,3.0,5.0,1,1,0.65,8.0
5.2,35.0,3.0,4.0,5.0,2.0,4.8,1,1,0.22,13.0
8.79,70.0,4.0,3.0,3.0,6.0,4.4,1,1,0.28,10.0
6.43,36.0,3.0,4.0,5.0,3.0,4.0,1,1,0.29,13.0
12.2,40.0,4.0,4.0,5.0,6.0,4.0,1,1,1.7,17.0
8.7,39.0,4.0,5.0,6.0,5.0,4.0,1,1,0.25,16.0
17.5,85.0,3.0,4.0,4.0,8.0,6.0,1,1,0.22,13.0
6.9,35.0,3.0,4.0,5.0,3.0,3.5,1,1,0.35,14.0
3.1,42.0,3.0,3.0,3.0,2.5,5.0,1,0,0.09,6.0
5.1,55.0,3.0,3.0,3.0,6.0,4.3,1,1,0.68,11.0
9.1,84.0,5.0,4.0,4.0,8.0,5.2,1,1,0.67,15.0
7.5,35.0,4.0,4.0,6.0,3.0,4.0,1,1,0.99,9.0
5.7,64.0,2.0,2.0,2.0,7.0,5.0,1,1,0.68,11.0
4.9,57.0,2.0,2.0,2.0,8.0,4.5,1,1,0.16,34.0
7.2,29.0,4.0,5.0,5.0,6.0,3.1,1,1,2.04,10.0
10.69,46.5,4.0,2.0,3.0,3.0,5.0,1,1,0.22,13.0
4.1,29.0,4.0,3.0,4.0,2.0,3.5,1,1,0.35,14.0
9.7,92.0,4.0,4.0,3.0,5.0,6.0,0,1,0.09,6.0
6.56,38.0,3.0,4.0,5.0,4.0,5.0,1,1,0.3,15.0
7.6,31.0,3.0,4.0,5.0,2.0,3.9,1,1,0.65,8.0
2.55,73.3,3.0,1.0,2.0,7.0,5.7,1,1,0.09,22.0
8.8,46.0,3.0,2.0,2.0,8.0,3.5,1,1,1.3,10.0
6.39,42.0,4.0,4.0,4.0,3.8,4.0,1,1,0.3,15.0
16.8,95.0,4.0,4.0,4.0,5.0,4.0,1,1,2.24,11.0
3.1,75.0,3.0,3.0,3.0,3.5,4.2,1,1,0.24,7.0
3.25,34.2,4.0,3.0,4.0,3.0,3.0,1,0,0.3,15.0
3.35,40.0,3.0,3.0,4.0,5.0,3.2,1,1,0.25,10.0
3.9,45.0,2.0,2.0,2.0,4.0,4.0,1,1,0.28,10.0
5.4,30.0,3.0,3.0,5.0,3.0,4.0,1,1,0.22,13.0
4.6,40.0,5.0,3.0,4.0,3.0,4.0,1,1,0.24,20.0
4.55,40.8,2.0,2.0,2.0,3.0,4.0,0,0,2.04,10.0
3.25,42.0,7.0,7.0,4.0,2.0,4.6,1,1,0.99,9.0
4.6,33.0,4.0,4.0,5.0,5.0,3.8,1,0,0.31,10.0
15.3,50.0,6.0,8.0,6.0,5.0,4.5,1,1,1.7,17.0
24.0,50.0,5.0,7.0,7.0,4.0,5.0,0,0,0.33,8.0
7.15,44.0,4.0,3.0,4.0,5.0,6.0,1,1,0.61,12.0
23.8,52.0,4.0,5.0,5.0,8.0,5.0,1,1,1.41,13.0
15.5,66.0,7.0,5.0,6.0,4.0,6.0,1,0,1.7,17.0
6.8,52.0,4.0,4.0,4.0,3.0,5.0,1,1,0.29,13.0
3.3,51.0,4.0,4.0,4.0,2.7,3.5,1,1,0.13,30.0
16.1,68.0,6.0,5.0,5.0,3.0,4.5,1,0,1.7,17.0
5.7,60.0,4.0,3.0,3.0,8.0,4.0,0,0,0.19,10.0
4.9,121.3,2.0,2.0,1.0,4.0,5.0,1,1,0.27,8.0
3.95,54.0,2.0,2.0,2.0,12.0,5.0,1,1,0.27,8.0
5.85,52.0,4.0,3.0,3.0,6.0,4.0,1,1,0.19,10.0
18.6,65.0,5.0,5.0,6.0,4.0,4.0,1,1,1.7,17.0
11.5,52.0,4.0,5.0,7.0,3.0,4.5,1,1,0.22,13.0
20.5,70.0,4.0,6.0,7.0,6.0,5.5,1,1,0.22,13.0
17.9,50.0,4.0,5.0,4.0,6.0,4.0,1,1,1.7,17.0
7.7,82.0,4.0,4.0,3.0,8.0,6.2,1,1,0.11,17.0
11.5,84.0,5.0,6.0,4.0,8.0,5.0,1,1,0.67,15.0
8.35,41.5,5.0,4.0,4.0,4.5,4.0,1,1,0.25,16.0
3.2,20.0,3.0,3.0,4.0,2.0,3.0,1,1,1.46,15.0
5.19,88.0,4.0,5.0,4.0,7.0,4.3,1,0,0.21,11.0
7.25,76.0,5.0,6.0,4.0,8.0,4.0,1,1,0.19,10.0
9.95,42.3,6.0,6.0,5.0,5.0,4.0,1,1,1.93,11.0
6.5,32.0,4.0,3.0,4.0,4.0,5.0,1,1,0.3,15.0
7.0,38.0,4.0,4.0,5.0,2.5,3.9,1,1,0.3,15.0
2.2,38.2,1.0,1.0,1.0,7.0,3.1,1,1,1.96,10.0
2.8,48.0,3.0,3.0,2.0,4.0,4.0,1,1,2.33,10.0
5.5,30.0,3.0,4.0,4.0,3.0,3.5,1,1,0.35,14.0
1.95,54.0,2.0,1.0,2.0,3.5,6.0,1,1,0.11,12.0
13.88,65.0,4.0,4.0,6.0,3.0,4.0,1,1,0.99,9.0
1.99,25.0,2.0,2.0,2.0,4.0,4.0,1,1,0.68,11.0
6.2,61.0,3.0,2.0,2.0,6.0,3.7,1,0,0.52,10.0
4.6,90.0,4.0,4.0,2.0,5.0,5.0,1,1,0.16,34.0
5.45,35.0,4.0,3.0,6.0,10.0,4.0,1,1,0.25,16.0
3.59,61.0,3.0,4.0,3.0,4.0,3.5,1,1,0.06,5.0
10.6,61.0,4.0,2.0,2.0,6.0,4.0,1,1,0.16,34.0
4.8,84.0,2.0,2.0,1.0,5.0,5.0,1,0,0.21,11.0
13.0,106.0,2.0,1.0,1.0,6.0,5.0,1,0,0.72,15.0
7.0,36.0,3.0,4.0,5.0,3.0,3.5,1,1,0.22,13.0
12.2,121.0,4.0,4.0,3.0,5.0,6.0,1,1,0.61,12.0
7.5,72.0,2.0,2.0,2.0,7.0,4.5,1,1,0.61,12.0
9.55,54.0,5.0,5.0,5.0,5.0,4.0,1,0,0.72,15.0
3.22,72.0,4.0,3.0,2.0,6.0,5.0,1,1,0.72,15.0
15.5,75.0,3.0,3.0,5.0,7.0,5.0,1,1,0.22,13.0
8.5,56.0,5.0,6.0,4.0,5.0,4.0,1,1,0.52,10.0
5.2,52.0,2.0,3.0,2.0,2.0,4.0,1,1,0.28,10.0
19.5,42.0,5.0,6.0,6.0,4.5,4.2,1,0,1.41,13.0
6.9,28.0,3.0,3.0,3.0,5.0,5.0,1,1,1.7,17.0
6.8,90.0,4.0,5.0,3.0,4.0,3.5,1,1,0.28,10.0
5.9,60.0,2.0,2.0,2.0,4.0,4.0,1,0,0.67,15.0
8.3,84.0,4.0,4.0,2.0,7.0,5.1,1,1,0.68,11.0
9.7,60.0,3.0,3.0,3.0,6.0,3.8,1,0,0.67,15.0
20.0,78.0,4.0,5.0,4.0,3.4,4.7,1,1,0.33,8.0
8.9,55.0,4.0,4.0,4.0,5.0,5.0,1,1,0.67,15.0
18.0,70.0,8.0,5.0,4.0,12.0,6.0,1,1,0.35,14.0
6.7,80.0,3.0,3.0,3.0,7.5,5.0,1,1,0.09,6.0
7.9,92.0,4.0,3.0,3.0,7.5,4.6,1,1,0.09,6.0
3.5,77.0,3.0,2.0,2.0,6.0,6.0,1,1,0.09,25.0
3.2,86.0,2.0,1.0,1.0,6.0,5.0,1,0,0.13,23.0
4.5,100.0,3.0,2.0,2.0,7.5,5.0,1,0,0.1,4.0
9.5,40.0,4.0,4.0,6.0,3.0,3.6,1,1,1.41,13.0
9.5,40.0,4.0,5.0,6.0,2.6,3.6,1,0,1.41,13.0
4.6,30.0,3.0,4.0,5.0,4.0,3.5,1,1,0.31,10.0
2.79,83.8,4.0,2.0,2.0,6.0,5.0,1,1,0.06,12.0
5.5,42.5,4.0,4.0,5.0,2.0,5.0,1,1,0.22,13.0
9.5,54.0,4.0,3.0,4.0,6.0,3.4,1,0,0.67,15.0
21.0,102.0,6.0,5.0,3.0,6.0,5.6,1,0,0.99,9.0
5.75,52.0,4.0,3.0,3.0,8.0,4.0,1,0,0.19,10.0
3.65,32.0,4.0,3.0,4.0,2.0,3.4,1,1,0.24,20.0
8.65,57.0,7.0,7.0,5.0,2.0,3.9,1,1,0.35,14.0
5.2,64.0,4.0,5.0,3.0,7.0,4.0,1,1,0.19,10.0
6.59,37.9,4.0,4.0,4.0,3.9,4.39,1,0,0.29,13.0
13.2,55.0,3.0,3.0,4.0,8.0,5.5,1,1,0.29,13.0
17.0,50.0,6.0,6.0,5.0,4.0,5.0,1,1,0.29,13.0
5.18,38.0,4.0,3.0,4.0,2.0,4.2,1,1,0.35,14.0
4.19,47.0,3.0,2.0,2.0,6.0,4.0,1,0,0.19,10.0
1.75,30.0,2.0,2.0,2.0,3.0,3.0,1,0,0.11,12.0
5.15,54.0,4.0,5.0,3.0,5.0,4.0,1,1,0.21,11.0
2.65,58.4,2.0,3.0,1.0,5.0,4.1,1,1,0.09,22.0
9.3,65.0,6.0,7.0,5.0,5.0,4.8,1,0,0.67,15.0
16.8,55.0,4.0,5.0,5.0,4.5,4.0,1,1,0.35,14.0
3.55,30.0,4.0,3.0,4.0,2.0,5.0,1,1,0.24,20.0
10.5,40.0,5.0,5.0,5.0,5.0,3.7,1,1,0.25,16.0
14.8,43.0,3.0,4.0,5.0,4.0,3.5,1,1,1.46,15.0
2.8,73.0,3.0,2.0,2.0,6.0,6.0,1,0,0.09,25.0
6.0,60.0,4.0,3.0,3.0,4.0,4.0,1,0,2.24,11.0
3.25,69.0,5.0,3.0,3.0,6.0,6.0,1,0,0.09,25.0
13.0,48.0,5.0,5.0,7.0,2.0,4.8,1,1,0.33,8.0
10.7,61.0,3.0,4.0,5.0,5.0,4.5,0,1,0.22,13.0
25.3,88.0,5.0,5.0,8.0,5.0,5.0,1,1,0.22,13.0
7.2,43.0,3.0,5.0,6.0,2.6,5.1,1,1,0.22,13.0
24.3,92.0,5.0,6.0,8.0,5.0,5.0,1,1,0.22,13.0
9.8,50.0,5.0,5.0,6.0,8.0,4.0,1,1,0.22,13.0
7.25,35.0,4.0,4.0,5.0,3.5,3.3,1,1,0.31,10.0
5.5,90.0,5.0,4.0,3.0,8.0,4.5,1,1,0.12,7.0
10.3,69.0,4.0,4.0,5.0,4.0,4.5,1,0,0.25,16.0
4.65,43.9,2.0,3.0,2.0,4.0,3.5,1,1,0.07,7.0
11.0,51.0,3.0,4.0,5.0,4.0,5.0,1,0,0.99,9.0
16.0,84.0,5.0,4.0,4.0,12.0,4.2,1,0,0.16,34.0
7.9,57.0,2.0,2.0,3.0,1.5,5.6,1,1,1.41,13.0
1.55,71.6,3.0,2.0,2.0,5.0,6.0,1,1,0.05,17.0
4.15,50.0,2.0,2.0,2.0,11.0,4.53,0,1,0.21,11.0
4.25,48.0,3.0,3.0,3.0,3.5,4.0,1,1,0.21,11.0
14.5,60.0,4.0,4.0,4.0,7.0,4.0,1,1,2.24,11.0
6.7,30.0,3.0,3.0,3.0,4.0,4.0,1,1,0.3,15.0
2.4,69.2,2.0,1.0,1.0,4.0,4.5,1,1,0.09,22.0
6.3,31.0,3.0,4.0,5.0,2.0,5.0,1,0,0.22,13.0
22.5,112.0,8.0,8.0,6.0,6.0,5.0,1,1,0.22,13.0
18.7,52.0,4.0,4.0,4.0,6.0,4.1,1,1,0.65,8.0
3.09,90.0,3.0,2.0,1.0,7.0,5.0,1,0,0.09,25.0
5.9,50.0,5.0,4.0,5.0,11.0,4.0,1,1,0.25,10.0
7.0,32.0,5.0,4.0,4.0,5.0,3.0,1,1,1.93,11.0
3.35,26.0,2.0,2.0,2.0,3.0,3.44,1,1,2.38,10.0
5.6,59.0,3.0,3.0,3.0,6.0,4.0,1,0,0.16,34.0
5.5,100.0,2.0,2.0,1.0,5.0,4.0,1,0,0.21,11.0
18.0,60.7,3.0,3.0,4.0,3.5,3.61,1,1,1.41,13.0
12.46,75.0,4.0,4.0,4.0,5.0,4.5,1,1,0.35,14.0
3.99,70.0,2.0,2.0,1.0,4.0,5.0,1,1,0.21,11.0
3.55,120.0,3.0,2.0,1.0,13.0,6.0,1,1,0.09,22.0
7.7,36.0,3.0,4.0,5.0,4.0,3.5,1,1,0.31,10.0
3.9,102.0,4.0,3.0,2.0,5.0,6.0,1,0,0.11,12.0
1.28,53.1,2.0,1.0,1.0,4.4,6.01,1,0,0.05,17.0
5.1,96.0,4.0,4.0,2.0,8.0,6.0,1,1,0.11,12.0
4.64,125.0,5.0,5.0,1.0,10.0,5.0,1,1,0.11,12.0
11.9,50.0,4.0,4.0,4.0,4.0,4.0,1,1,0.3,15.0
7.2,85.0,4.0,5.0,4.0,8.0,4.2,1,1,0.08,8.0
7.6,54.1,3.0,1.0,3.0,3.0,4.0,1,0,0.61,12.0
8.5,51.0,4.0,4.0,3.0,3.0,6.0,1,1,0.31,10.0
18.6,50.0,4.0,5.0,7.0,3.0,4.0,1,1,0.99,9.0
6.7,30.0,2.0,4.0,5.0,3.0,4.5,1,1,1.41,13.0
8.2,68.0,4.0,3.0,3.0,8.0,4.0,1,1,0.52,10.0
18.8,57.0,4.0,4.0,5.0,10.0,4.0,1,1,1.46,15.0
11.94,52.0,5.0,4.0,4.0,6.0,4.0,1,0,0.3,15.0
6.95,40.0,5.0,4.0,5.0,2.0,4.0,1,1,0.35,14.0
4.3,36.0,2.0,2.0,2.0,2.5,3.6,1,1,0.28,10.0
3.5,45.0,3.0,3.0,3.0,5.0,4.0,1,1,0.13,30.0
2.42,73.4,2.0,2.0,1.0,3.0,4.6,1,1,0.09,22.0
6.5,44.0,4.0,4.0,3.0,6.0,4.0,1,1,1.39,10.0
5.3,38.0,4.0,3.0,4.0,3.0,3.5,1,0,0.29,13.0
11.0,55.0,4.0,3.0,3.0,2.0,6.0,1,0,0.65,8.0
4.6,30.0,4.0,4.0,5.0,3.0,4.0,1,1,0.25,16.0
12.8,66.0,6.0,4.0,4.0,4.0,5.5,1,1,0.65,8.0
4.8,38.0,3.0,3.0,5.0,3.0,4.0,1,1,0.35,14.0
21.0,55.0,4.0,5.0,5.0,6.0,4.6,1,1,0.65,8.0
18.0,50.0,4.0,4.0,5.0,6.0,4.0,1,1,0.65,8.0
10.0,64.0,4.0,5.0,3.0,12.0,4.0,1,1,0.72,15.0
6.9,76.0,4.0,5.0,4.0,12.0,6.0,1,1,0.16,34.0
3.6,120.0,3.0,2.0,1.0,13.0,6.0,1,1,0.09,22.0
5.2,50.0,3.0,4.0,3.0,5.0,5.0,1,0,0.1,4.0
5.5,32.0,3.0,4.0,5.0,5.0,5.0,1,1,0.22,13.0
3.4,53.0,2.0,2.0,2.0,10.0,4.0,1,1,0.16,34.0
4.0,63.0,3.0,2.0,1.0,3.0,5.0,1,0,0.16,34.0
3.99,39.0,2.0,2.0,2.0,3.0,3.0,1,1,1.39,10.0
5.69,32.0,3.0,4.0,4.0,3.0,3.0,1,1,2.24,11.0
4.2,42.0,4.0,3.0,3.0,6.0,4.0,1,1,0.19,10.0
5.95,57.9,3.0,4.0,3.0,5.0,4.0,1,1,0.16,34.0
4.2,54.0,2.0,2.0,1.0,5.0,4.0,1,0,0.16,34.0
22.3,52.0,7.0,5.0,6.0,4.5,4.2,1,1,1.41,13.0
8.0,38.0,5.0,6.0,5.0,6.0,4.0,1,0,0.29,13.0
4.95,62.4,3.0,4.0,3.0,10.0,5.0,1,0,0.12,7.0
19.0,110.0,4.0,4.0,4.0,12.0,5.0,1,0,0.16,34.0
5.7,78.0,4.0,3.0,2.0,4.0,4.8,1,0,0.28,10.0
5.4,85.0,2.0,2.0,1.0,3.0,5.0,1,0,0.16,34.0
6.69,65.0,4.0,3.0,3.0,8.0,4.6,1,0,0.19,10.0
6.1,30.0,3.0,4.0,5.0,3.0,3.5,1,1,3.4,18.0
21.9,85.0,6.0,8.0,5.0,6.0,3.6,1,1,1.3,10.0
4.45,19.0,2.0,3.0,4.0,1.0,4.3,1,1,1.7,17.0
5.1,60.0,2.0,1.0,1.0,3.0,6.0,1,1,0.16,34.0
10.2,74.0,3.0,4.0,4.0,12.0,4.0,0,1,0.16,34.0
7.1,85.0,5.0,6.0,4.0,6.0,5.0,1,0,0.21,11.0
8.6,52.0,4.0,5.0,6.0,5.0,4.0,1,1,0.22,13.0
15.5,86.0,4.0,4.0,4.0,7.0,4.5,1,1,0.67,15.0
4.5,33.0,3.0,3.0,5.0,3.0,3.5,1,1,0.35,14.0
4.9,121.0,7.0,6.0,2.0,6.0,5.0,1,0,0.27,8.0
13.0,78.0,4.0,6.0,3.0,6.0,4.2,1,1,0.28,10.0
20.0,55.0,6.0,6.0,7.0,10.0,5.0,1,1,0.33,8.0
1.9,45.0,2.0,2.0,2.0,2.5,4.0,1,1,0.06,16.0
12.5,90.0,3.0,3.0,2.0,10.0,6.0,1,1,0.28,10.0
12.9,50.0,2.0,3.0,2.0,5.0,3.8,1,1,0.65,8.0
2.5,44.0,3.0,2.0,2.0,8.0,4.0,0,1,0.09,22.0
2.3,80.0,2.0,2.0,2.0,4.0,4.0,1,1,0.09,22.0
6.25,35.0,3.0,4.0,5.0,2.0,4.2,1,1,1.46,15.0
2.8,84.0,4.0,4.0,2.0,4.0,6.0,1,0,0.09,22.0
2.5,86.0,3.0,3.0,2.0,4.0,6.0,1,1,0.09,22.0
6.8,35.0,3.0,4.0,5.0,2.5,4.0,1,1,0.35,14.0
2.25,100.0,5.0,5.0,2.0,5.0,4.45,1,0,0.12,7.0
4.8,40.0,2.0,2.0,2.0,4.0,4.0,1,1,0.28,10.0
6.85,37.0,3.0,3.0,4.0,5.0,5.2,1,1,1.46,15.0
4.5,65.0,2.0,2.0,3.0,6.0,5.7,1,0,0.16,34.0
6.6,80.0,2.0,2.0,1.0,8.0,4.0,1,0,0.68,11.0
5.8,48.0,4.0,2.0,2.0,3.5,4.0,0,1,1.96,10.0
8.2,97.5,4.0,4.0,3.0,4.0,5.0,1,1,0.68,11.0
5.7,70.0,2.0,2.0,2.0,4.0,5.7,1,0,0.19,10.0
6.6,60.75,4.0,4.0,5.0,5.0,4.5,1,1,1.96,10.0
8.6,45.0,4.0,6.0,7.0,5.0,3.8,1,1,0.31,10.0
3.75,74.0,2.0,2.0,1.0,4.0,6.0,1,0,0.12,7.0
9.2,41.0,4.0,3.0,4.0,6.0,3.6,1,1,1.46,15.0
9.3,57.0,4.0,3.0,4.0,2.5,3.6,1,1,0.35,14.0
6.5,35.0,4.0,4.0,4.0,3.0,3.5,1,1,0.22,13.0
5.38,24.0,3.0,4.0,4.0,5.0,3.5,1,1,0.35,14.0
7.1,40.0,3.0,3.0,4.0,1.5,4.2,1,1,1.7,17.0
8.9,45.0,4.0,5.0,6.0,5.0,4.0,1,1,0.22,13.0
21.0,63.0,5.0,4.0,5.0,3.0,3.9,1,1,0.99,9.0
7.5,46.0,4.0,3.0,3.0,4.0,4.5,1,1,0.67,15.0
4.5,30.0,3.0,4.0,5.0,3.1,4.2,1,1,0.21,16.0
4.6,32.0,3.0,4.0,5.0,2.9,3.8,1,1,0.24,20.0
5.0,32.0,4.0,3.0,4.0,2.9,3.9,1,1,0.24,20.0
5.5,42.0,5.0,4.0,5.0,3.1,4.3,1,1,0.21,16.0
3.75,32.0,3.0,4.0,5.0,2.6,3.8,1,1,0.21,16.0
10.89,104.0,3.0,3.0,3.0,6.0,5.3,1,0,0.21,11.0
8.1,96.0,4.0,3.0,4.0,8.0,6.0,1,1,0.19,10.0
6.3,24.0,2.0,3.0,4.0,4.0,4.0,1,0,2.04,10.0
6.5,40.0,3.0,4.0,5.0,3.0,3.5,1,1,0.33,8.0
15.5,63.0,4.0,4.0,6.0,5.0,4.5,1,1,0.22,13.0
9.5,68.2,4.0,4.0,3.0,5.0,4.0,1,0,0.72,15.0
13.7,65.0,6.0,7.0,7.0,2.5,4.0,1,1,0.99,9.0
8.07,85.0,2.0,2.0,1.0,10.0,5.0,1,1,0.2,12.0
3.98,116.0,1.0,1.0,1.0,2.0,6.0,1,0,0.07,7.0
3.6,81.0,3.0,3.0,3.0,5.0,4.1,1,1,0.09,25.0
8.1,52.0,4.0,3.0,4.0,4.0,6.0,1,1,0.22,13.0
5.4,32.0,3.0,4.0,5.0,3.0,5.0,1,1,0.35,14.0
