Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,CommuneDensity,CommuneCount
4.7,58.9,5.0,4.0,4.0,2.5,4.0,1,1,0.59,7.0
16.0,76.0,4.0,5.0,5.0,6.0,4.2,1,1,2.24,11.0
15.9,58.0,6.0,5.0,6.0,3.0,4.0,1,0,1.46,15.0
14.5,50.0,6.0,3.0,5.0,8.0,3.5,1,1,0.35,14.0
13.9,62.0,4.0,4.0,4.0,2.5,4.2,1,1,0.65,8.0
13.5,60.0,5.0,4.0,6.0,3.0,4.0,1,0,0.22,13.0
10.3,60.0,6.0,6.0,6.0,5.0,5.0,1,1,0.22,13.0
5.9,56.0,5.0,4.0,5.0,6.0,4.5,1,1,0.08,8.0
16.5,50.0,2.0,4.0,3.0,8.0,3.4,1,1,1.3,10.0
4.65,56.0,3.0,3.0,2.0,4.0,4.0,1,1,0.16,34.0
6.8,44.3,4.0,3.0,4.0,4.0,3.8,1,1,2.24,11.0
11.5,47.0,7.0,5.0,6.0,4.0,3.4,1,1,0.65,8.0
4.4,63.0,3.0,2.0,2.0,4.0,4.0,1,1,0.21,11.0
13.0,66.0,2.0,3.0,2.0,3.0,3.7,1,1,1.41,13.0
3.05,30.0,2.0,2.0,2.0,4.0,3.0,1,0,0.68,11.0
6.85,39.6,4.0,4.0,5.0,3.0,3.7,1,0,0.31,10.0
14.68,63.0,4.0,4.0,5.0,3.5,5.78,1,1,0.33,8.0
9.2,60.0,4.0,4.0,5.0,3.5,5.0,1,1,0.29,13.0
6.78,30.1,4.0,4.0,5.0,4.0,4.25,1,1,0.3,15.0
9.5,45.0,3.0,4.0,5.0,8.0,3.9,1,1,0.29,13.0
8.6,40.0,6.0,5.0,5.0,3.0,3.5,1,1,0.35,14.0
8.95,43.0,4.0,4.0,5.0,4.0,4.0,1,1,0.33,8.0
1.28,12.0,2.0,2.0,3.0,3.0,3.0,1,1,0.68,11.0
22.0,75.0,5.0,3.0,6.0,6.0,6.0,1,0,0.65,8.0
6.5,35.0,3.0,3.0,4.0,3.0,3.8,1,1,0.35,14.0
6.0,60.0,4.0,3.0,4.0,7.0,3.6,1,0,0.68,11.0
21.0,71.0,6.0,7.0,8.0,12.0,5.2,1,1,0.65,8.0
16.8,50.0,4.0,4.0,6.0,7.0,5.0,1,1,0.99,9.0
14.5,56.0,4.0,4.0,5.0,5.0,5.1,1,1,0.22,13.0
8.3,136.5,2.0,2.0,1.0,5.0,6.5,1,1,0.21,11.0
9.2,37.0,3.0,4.0,5.0,2.2,3.7,1,1,0.33,8.0
5.7,38.0,4.0,3.0,4.0,3.5,3.2,1,1,0.3,15.0
13.5,35.0,3.0,6.0,7.0,8.0,3.6,1,1,0.65,8.0
5.85,31.0,3.0,4.0,5.0,2.0,3.7,1,1,0.35,14.0
5.2,64.0,4.0,3.0,3.0,6.0,4.1,1,1,0.19,10.0
9.2,87.0,6.0,6.0,3.0,3.0,4.0,1,0,0.61,12.0
7.2,72.0,3.0,3.0,3.0,4.5,6.0,1,1,0.16,34.0
7.2,40.0,3.0,4.0,5.0,5.0,4.0,1,0,0.3,15.0
3.08,48.0,3.0,2.0,2.0,2.0,5.0,1,1,0.16,34.0
2.55,21.0,2.0,1.0,2.0,4.0,3.0,1,1,0.16,34.0
2.35,27.0,2.0,2.0,2.0,6.0,3.0,1,0,0.16,34.0
3.08,48.0,3.0,2.0,2.0,2.0,5.0,1,1,0.16,34.0
19.0,53.0,8.0,5.0,6.0,3.0,4.6,1,0,0.33,8.0
18.2,64.0,4.0,4.0,4.0,7.0,4.0,1,1,0.22,13.0
7.45,36.0,3.0,3.0,4.0,5.0,3.6,1,1,0.29,13.0
9.45,46.0,3.0,4.0,5.0,5.5,3.9,1,1,0.29,13.0
20.8,60.0,6.0,5.0,5.0,10.0,5.0,1,0,0.65,8.0
5.95,100.0,3.0,2.0,2.0,6.0,4.2,1,1,0.09,26.0
6.45,80.0,4.0,3.0,4.0,6.0,4.0,1,0,0.21,11.0
6.9,35.0,3.0,4.0,4.0,4.5,4.0,1,1,0.29,13.0
5.1,55.0,3.0,3.0,3.0,5.0,4.3,1,1,0.68,11.0
9.5,73.0,5.0,4.0,3.0,2.5,4.5,1,1,1.41,13.0
4.85,75.0,3.0,3.0,2.0,5.5,5.0,1,0,0.39,9.0
10.9,108.0,5.0,5.0,4.0,10.0,6.0,1,0,0.21,11.0
9.7,92.0,5.0,4.0,5.0,9.0,5.5,1,1,0.19,10.0
17.0,58.7,6.0,5.0,5.0,12.0,4.71,1,1,0.35,14.0
2.65,26.4,2.0,2.0,2.0,2.0,4.4,1,1,0.19,10.0
4.3,63.0,2.0,2.0,2.0,6.0,5.2,1,1,0.19,10.0
2.0,100.0,3.0,1.0,1.0,5.0,5.0,0,1,0.01,7.0
23.0,53.0,6.0,3.0,4.0,12.0,4.66,1,1,0.31,10.0
6.96,45.0,4.0,5.0,6.0,3.5,5.5,1,0,0.33,8.0
16.7,63.0,4.0,5.0,4.0,6.0,4.5,1,1,1.93,11.0
12.42,65.0,8.0,6.0,6.0,6.0,5.0,1,0,0.3,15.0
6.9,67.0,4.0,4.0,3.0,6.0,4.8,1,1,0.67,15.0
12.0,55.0,5.0,5.0,5.0,4.0,4.7,1,1,2.04,10.0
5.6,60.0,3.0,2.0,1.0,6.0,4.0,1,0,0.68,11.0
8.6,40.0,6.0,4.0,5.0,3.5,4.0,1,1,0.31,10.0
10.5,55.0,4.0,4.0,6.0,3.0,4.3,1,1,0.22,13.0
3.6,51.4,3.0,2.0,2.0,6.0,5.12,1,1,0.16,34.0
6.1,58.0,5.0,5.0,4.0,4.0,4.0,1,1,2.33,10.0
8.3,107.0,3.0,3.0,1.0,8.0,5.0,1,1,0.72,15.0
4.3,52.0,2.0,2.0,2.0,5.0,5.3,1,1,0.67,15.0
5.7,56.0,4.0,3.0,3.0,6.0,6.0,1,1,0.19,10.0
7.0,55.0,5.0,4.0,5.0,2.2,4.9,1,1,0.31,10.0
5.8,35.0,4.0,4.0,5.0,3.0,4.0,1,1,1.46,15.0
12.9,64.0,3.0,3.0,3.0,3.0,3.3,1,1,0.99,9.0
3.7,60.0,3.0,3.0,3.0,6.0,4.0,1,1,0.12,7.0
6.3,70.0,4.0,3.0,4.0,6.0,5.0,1,1,0.15,17.0
4.5,72.0,2.0,1.0,1.0,3.0,4.0,1,1,0.16,34.0
2.8,35.0,4.0,4.0,4.0,3.0,4.5,1,1,0.16,20.0
7.5,45.0,5.0,4.0,6.0,3.0,4.0,1,1,0.29,13.0
3.2,33.0,4.0,4.0,4.0,2.5,3.0,1,1,0.3,15.0
9.0,52.0,5.0,6.0,5.0,5.0,4.0,1,1,0.72,15.0
1.85,41.0,3.0,3.0,3.0,3.0,5.5,1,1,0.08,8.0
7.75,58.0,4.0,5.0,3.0,10.0,4.0,1,1,0.28,10.0
0.98,20.0,3.0,2.0,4.0,6.0,4.0,1,1,0.21,11.0
6.95,33.0,3.0,4.0,5.0,4.0,3.9,1,1,0.35,14.0
5.1,86.0,3.0,2.0,1.0,7.0,4.0,1,1,0.19,10.0
7.3,60.0,4.0,5.0,4.0,6.0,4.0,1,1,0.28,10.0
5.2,40.0,3.0,4.0,5.0,2.0,4.0,1,1,0.31,10.0
7.8,73.0,8.0,4.0,3.0,7.0,4.0,1,1,0.68,11.0
10.99,60.0,7.0,5.0,5.0,4.0,5.0,1,1,0.25,16.0
5.95,30.0,3.0,4.0,5.0,2.5,4.2,1,1,0.35,14.0
14.0,45.0,6.0,5.0,5.0,3.0,5.8,1,1,0.99,9.0
7.4,68.0,2.0,2.0,2.0,7.0,4.5,1,1,0.68,11.0
9.49,90.0,4.0,5.0,3.0,5.0,4.0,1,1,0.72,15.0
8.09,76.0,6.0,6.0,5.0,6.0,5.0,1,1,0.72,15.0
22.8,70.0,4.0,4.0,6.0,3.5,5.0,1,1,0.65,8.0
11.49,80.0,4.0,3.0,2.0,5.0,5.0,1,1,0.72,15.0
3.6,38.0,4.0,3.0,4.0,5.0,3.2,1,1,0.13,30.0
9.49,70.0,3.0,2.0,2.0,6.0,4.1,1,1,0.72,15.0
1.35,36.0,3.0,1.0,2.0,2.5,4.0,1,0,0.06,17.0
18.5,70.0,6.0,6.0,5.0,10.0,5.5,1,1,0.99,9.0
10.5,120.0,3.0,4.0,3.0,5.0,6.2,1,0,0.61,12.0
4.8,30.0,2.0,2.0,3.0,3.0,4.8,1,1,0.29,13.0
12.5,100.0,5.0,6.0,4.0,8.0,6.0,1,1,0.16,34.0
8.9,38.0,4.0,5.0,6.0,2.5,4.0,1,1,0.99,9.0
3.8,49.0,4.0,5.0,5.0,5.0,4.0,1,0,0.59,7.0
4.8,30.0,3.0,2.0,3.0,3.0,4.8,1,1,0.29,13.0
1.2,50.4,2.0,1.0,1.0,3.0,5.6,1,1,0.13,10.0
8.2,120.0,4.0,5.0,3.0,12.0,5.0,1,0,0.52,10.0
13.5,55.0,4.0,4.0,4.0,5.0,4.9,1,1,0.35,14.0
9.8,95.0,2.0,1.0,1.0,5.0,6.0,1,1,0.31,10.0
7.8,46.0,5.0,3.0,4.0,1.8,3.6,1,1,0.99,9.0
15.0,100.0,4.0,5.0,5.0,4.5,5.0,1,0,0.22,13.0
18.6,70.0,5.0,5.0,5.0,6.0,5.4,1,1,0.33,8.0
14.85,54.0,2.0,2.0,2.0,8.0,4.5,1,1,0.33,8.0
11.3,86.0,6.0,4.0,4.0,7.0,4.3,1,1,0.67,15.0
5.9,48.0,4.0,4.0,4.0,6.0,6.0,1,1,0.19,10.0
2.55,52.0,3.0,3.0,3.0,3.0,4.6,1,1,0.13,10.0
9.8,106.0,5.0,6.0,4.0,6.0,4.0,1,1,0.21,11.0
8.7,72.0,4.0,5.0,5.0,12.0,4.5,1,1,0.61,12.0
11.7,40.0,4.0,5.0,5.0,4.0,4.0,1,1,0.33,8.0
4.55,48.0,5.0,4.0,4.0,3.0,4.0,1,0,0.52,10.0
7.4,40.0,5.0,3.0,3.0,4.0,3.5,1,1,0.29,13.0
12.4,110.0,2.0,2.0,1.0,5.0,4.6,1,1,0.16,34.0
21.2,80.0,6.0,4.0,5.0,4.5,6.5,1,0,1.7,17.0
10.9,33.0,3.0,4.0,6.0,5.0,4.0,1,1,1.7,17.0
9.49,75.0,4.0,3.0,4.0,6.0,3.7,1,1,0.72,15.0
8.8,83.6,4.0,5.0,4.0,7.0,5.0,1,1,0.07,7.0
5.2,31.6,3.0,3.0,3.0,1.5,3.6,1,1,1.7,17.0
7.75,61.5,4.0,5.0,4.0,5.0,4.0,1,1,0.28,10.0
14.8,50.0,6.0,5.0,6.0,4.0,3.8,1,0,1.7,17.0
14.5,76.5,4.0,4.0,3.0,6.0,6.5,1,1,0.72,15.0
7.8,30.0,3.0,4.0,5.0,2.5,4.5,1,1,1.7,17.0
9.0,67.0,5.0,6.0,6.0,6.0,5.3,1,1,0.61,12.0
8.4,70.0,3.0,3.0,3.0,6.0,5.0,1,1,2.24,11.0
16.0,70.0,4.0,3.0,3.0,10.0,5.0,1,1,0.35,14.0
7.65,65.0,5.0,5.0,4.0,5.0,5.0,1,1,0.28,10.0
13.5,70.0,4.0,4.0,5.0,4.5,5.0,1,1,0.33,8.0
13.0,62.0,3.0,4.0,4.0,12.0,5.0,1,0,0.28,10.0
2.3,72.0,2.0,1.0,1.0,3.5,4.0,1,1,0.12,7.0
5.0,30.0,3.0,4.0,5.0,3.0,4.0,1,1,0.35,14.0
6.0,50.0,7.0,7.0,4.0,3.5,4.2,1,1,2.24,11.0
18.8,57.0,6.0,4.0,5.0,6.0,4.1,1,1,1.46,15.0
5.0,30.0,3.0,4.0,5.0,3.0,5.0,1,1,0.35,14.0
8.9,48.0,3.0,3.0,4.0,4.0,6.5,1,1,0.33,8.0
10.99,60.0,7.0,5.0,5.0,3.5,5.0,1,1,0.25,16.0
7.0,34.0,3.0,4.0,5.0,2.0,4.7,1,1,0.65,8.0
22.98,60.0,3.0,4.0,5.0,5.0,4.0,1,1,0.33,8.0
15.5,76.0,4.0,5.0,6.0,4.0,5.0,1,1,0.22,13.0
8.8,64.0,4.0,2.0,3.0,8.0,4.0,1,0,0.68,11.0
12.0,80.0,5.0,6.0,4.0,12.0,5.0,1,1,0.67,15.0
14.0,55.0,5.0,6.0,7.0,5.0,4.5,1,1,0.22,13.0
6.2,56.0,4.0,5.0,3.0,6.0,4.0,1,1,0.28,10.0
3.85,40.0,2.0,2.0,2.0,3.0,4.0,1,1,0.07,7.0
15.9,72.0,4.0,5.0,4.0,7.0,4.8,1,1,0.28,10.0
7.8,58.0,6.0,4.0,5.0,4.0,6.0,1,1,0.22,13.0
5.75,31.0,3.0,4.0,5.0,2.0,3.0,1,0,0.35,14.0
5.25,54.0,4.0,5.0,3.0,4.0,4.0,1,1,0.07,7.0
9.2,80.0,4.0,5.0,4.0,6.0,5.0,1,1,0.28,10.0
5.05,42.0,5.0,4.0,4.0,6.0,5.3,1,1,0.52,10.0
13.5,77.0,3.0,3.0,3.0,5.0,6.5,1,1,0.67,15.0
13.1,55.0,5.0,4.0,5.0,5.0,4.7,1,1,0.35,14.0
3.8,36.0,4.0,2.0,1.0,5.0,5.0,1,1,0.16,34.0
7.2,94.0,4.0,5.0,4.0,6.0,5.0,1,0,0.67,15.0
10.5,66.0,4.0,4.0,4.0,5.0,4.0,1,1,0.67,15.0
4.4,38.0,3.0,4.0,4.0,3.2,5.0,1,1,0.21,16.0
9.5,41.0,3.0,4.0,5.0,2.5,4.0,1,1,0.99,9.0
25.0,112.0,6.0,7.0,4.0,6.0,5.0,1,1,2.24,11.0
6.7,30.0,4.0,4.0,6.0,2.0,3.5,1,1,0.99,9.0
3.98,45.1,2.0,2.0,2.0,3.0,5.0,1,1,0.07,7.0
6.25,62.0,4.0,5.0,4.0,5.0,4.0,0,1,0.21,11.0
6.7,40.0,4.0,4.0,4.0,3.0,5.0,1,1,1.46,15.0
5.85,60.9,3.0,3.0,3.0,3.5,4.2,1,1,0.28,10.0
3.0,71.8,3.0,2.0,2.0,7.0,3.5,1,1,0.09,25.0
21.8,70.0,4.0,4.0,6.0,6.0,5.0,1,1,0.65,8.0
7.5,80.0,4.0,3.0,3.0,6.0,5.0,1,1,0.16,34.0
10.5,48.0,5.0,4.0,4.0,5.0,4.0,1,1,0.99,9.0
5.75,46.0,3.0,2.0,2.0,2.5,5.0,1,1,0.67,15.0
10.0,40.0,4.0,5.0,6.0,3.0,5.0,1,0,0.65,8.0
3.2,67.0,3.0,2.0,2.0,7.0,5.3,1,1,0.09,25.0
3.5,77.2,3.0,3.0,2.0,7.0,6.0,1,1,0.09,25.0
3.95,29.0,2.0,2.0,2.0,3.0,3.0,1,1,0.67,15.0
5.6,57.0,4.0,3.0,3.0,5.0,6.4,1,1,0.29,13.0
6.8,50.0,3.0,3.0,3.0,3.0,4.0,1,1,0.28,10.0
8.7,21.1,3.0,4.0,6.0,9.0,5.4,1,0,1.7,17.0
7.3,75.0,3.0,2.0,2.0,6.0,4.2,1,1,0.28,10.0
18.5,60.0,4.0,3.0,4.0,5.0,4.0,1,1,0.29,13.0
22.0,97.2,5.0,4.0,3.0,10.0,3.6,1,1,1.3,10.0
1.72,115.2,4.0,5.0,2.0,8.0,5.0,1,1,0.06,16.0
18.5,55.4,6.0,5.0,4.0,8.0,6.2,1,1,1.3,10.0
5.25,30.0,3.0,4.0,5.0,3.0,5.6,1,0,0.31,10.0
0.955,80.2,3.0,3.0,2.0,6.0,5.5,1,1,0.06,16.0
10.75,45.0,3.0,4.0,6.0,3.0,6.0,1,1,0.65,8.0
0.855,50.0,2.0,3.0,2.0,5.5,4.0,1,1,0.06,16.0
12.5,50.0,4.0,4.0,4.0,10.0,4.2,1,1,0.3,15.0
0.78,52.0,2.0,2.0,2.0,6.0,4.0,0,1,0.06,16.0
10.5,105.0,7.0,4.0,3.0,5.0,4.0,1,1,0.72,15.0
5.45,68.0,3.0,2.0,2.0,6.0,4.0,1,1,0.52,10.0
3.65,40.0,4.0,3.0,4.0,3.0,4.0,1,0,0.24,20.0
4.79,40.0,2.0,2.0,2.0,3.0,4.0,1,1,0.68,11.0
3.5,40.0,4.0,3.0,4.0,2.5,4.0,0,1,0.24,20.0
4.68,52.0,2.0,1.0,1.0,2.0,4.0,1,1,0.67,15.0
5.69,55.0,4.0,5.0,4.0,10.0,4.2,1,1,0.21,11.0
4.99,67.0,2.0,2.0,2.0,4.0,5.4,1,1,0.61,12.0
10.5,51.0,4.0,3.0,3.0,5.0,3.6,1,1,1.7,17.0
6.2,40.0,4.0,4.0,4.0,3.0,4.0,1,1,0.31,10.0
7.6,65.0,3.0,3.0,3.0,4.0,5.0,1,0,0.68,11.0
11.5,85.0,2.0,2.0,2.0,10.0,5.0,1,0,0.61,12.0
6.0,75.0,2.0,1.0,1.0,6.0,4.0,1,0,0.61,12.0
7.5,70.0,2.0,2.0,1.0,6.0,4.0,1,0,0.61,12.0
3.8,70.0,2.0,2.0,2.0,7.0,6.0,1,1,0.57,6.0
3.4,71.0,3.0,2.0,2.0,7.0,4.0,1,1,0.12,7.0
4.2,33.0,3.0,3.0,5.0,5.0,3.1,1,1,0.3,15.0
23.0,97.0,7.0,8.0,4.0,10.0,6.0,1,1,0.67,15.0
9.35,50.0,4.0,3.0,5.0,3.0,4.2,1,0,1.7,17.0
10.0,72.0,4.0,4.0,4.0,6.0,5.0,1,0,0.67,15.0
15.7,41.0,6.0,4.0,5.0,7.5,4.1,1,1,1.7,17.0
7.0,59.0,2.0,3.0,2.0,4.0,5.0,1,0,0.67,15.0
12.8,58.0,5.0,6.0,6.0,4.0,3.5,1,1,1.41,13.0
6.8,50.0,4.0,4.0,4.0,4.0,4.0,1,1,0.61,12.0
18.0,60.0,4.0,4.0,5.0,10.0,4.1,1,1,0.99,9.0
8.9,100.0,4.0,2.0,2.0,4.0,4.0,1,0,0.68,11.0
11.0,59.0,6.0,4.0,5.0,8.0,4.2,1,1,1.7,17.0
2.63,42.0,3.0,3.0,3.0,5.0,5.0,1,1,0.19,10.0
7.6,54.1,3.0,2.0,2.0,3.0,4.0,1,1,0.61,12.0
8.8,70.0,4.0,5.0,4.0,12.0,4.5,1,1,0.61,12.0
4.15,125.0,2.0,1.0,1.0,5.0,5.0,1,0,0.12,7.0
6.95,54.0,4.0,5.0,4.0,5.0,4.0,1,1,0.61,12.0
6.35,37.0,4.0,3.0,4.0,4.0,4.6,1,1,0.35,14.0
4.35,64.0,3.0,3.0,3.0,13.0,4.0,1,0,0.12,7.0
14.2,35.0,6.0,5.0,5.0,5.0,3.5,1,1,0.65,8.0
7.1,50.8,4.0,3.0,4.0,3.0,4.05,1,1,0.52,10.0
8.0,57.0,3.0,3.0,3.0,4.0,4.0,1,1,0.61,12.0
7.1,75.0,4.0,4.0,2.0,4.0,5.8,1,1,0.52,10.0
10.7,66.0,4.0,4.0,4.0,5.0,4.0,1,1,0.67,15.0
5.7,43.2,4.0,4.0,4.0,3.0,4.55,1,1,0.52,10.0
6.68,45.0,5.0,4.0,5.0,3.0,4.0,1,1,0.35,14.0
3.2,60.0,3.0,2.0,1.0,12.0,4.0,1,0,0.12,7.0
5.5,32.0,5.0,4.0,4.0,4.0,6.5,1,1,0.29,13.0
7.5,36.0,3.0,5.0,5.0,4.0,4.0,1,1,0.29,13.0
6.6,58.0,4.0,3.0,3.0,10.0,4.0,1,1,0.67,15.0
9.35,40.0,3.0,5.0,6.0,4.0,4.6,1,1,0.65,8.0
12.0,41.0,3.0,3.0,4.0,6.0,4.0,1,1,0.99,9.0
13.2,84.0,6.0,7.0,5.0,8.0,4.2,1,0,0.28,10.0
7.2,77.9,4.0,5.0,3.0,7.0,4.1,1,1,0.19,10.0
2.0,40.0,2.0,2.0,1.0,6.0,6.0,1,0,0.11,12.0
21.5,94.0,1.0,1.0,1.0,7.0,5.0,1,0,0.33,8.0
7.85,50.0,4.0,5.0,5.0,6.0,4.0,1,1,0.68,11.0
2.7,76.0,2.0,2.0,2.0,4.0,5.0,1,0,0.06,16.0
18.0,99.0,5.0,6.0,5.0,7.0,4.6,1,1,0.22,13.0
3.65,60.0,3.0,3.0,3.0,3.0,3.5,1,1,0.11,17.0
5.0,35.0,3.0,4.0,5.0,3.0,4.0,1,1,0.22,13.0
4.8,35.0,3.0,4.0,5.0,3.0,4.0,1,1,0.22,13.0
4.8,35.0,3.0,4.0,5.0,3.0,4.0,1,1,0.22,13.0
15.3,48.0,3.0,4.0,5.0,5.0,4.3,1,1,1.7,17.0
6.1,52.0,3.0,5.0,5.0,4.0,5.5,1,0,0.61,12.0
19.5,71.0,4.0,4.0,5.0,5.0,5.6,1,1,0.33,8.0
9.5,49.5,1.0,1.0,1.0,5.0,6.0,1,1,0.22,13.0
12.0,41.0,8.0,3.0,5.0,6.0,3.5,1,1,0.99,9.0
24.5,60.0,6.0,6.0,6.0,7.0,6.0,1,1,1.7,17.0
3.25,40.0,3.0,3.0,3.0,10.0,4.0,1,0,0.06,17.0
9.9,57.0,3.0,2.0,3.0,5.0,4.6,1,1,0.72,15.0
3.9,65.0,4.0,3.0,3.0,4.0,5.0,1,0,0.19,10.0
3.5,22.0,3.0,4.0,4.0,3.0,3.0,1,1,1.46,15.0
0.875,96.0,3.0,2.0,1.0,6.0,6.0,1,1,0.06,16.0
4.8,69.0,4.0,3.0,2.0,4.0,4.2,1,1,0.19,10.0
19.0,55.0,8.0,5.0,6.0,4.0,5.0,1,1,0.99,9.0
2.35,48.0,2.0,2.0,2.0,4.0,4.0,1,1,0.16,34.0
2.9,27.0,2.0,2.0,2.0,4.0,3.5,1,1,0.52,10.0
8.3,64.0,4.0,5.0,4.0,4.0,3.9,1,1,0.67,15.0
2.18,43.8,3.0,3.0,3.0,6.0,4.0,1,1,0.52,10.0
5.2,100.0,4.0,4.0,2.0,8.0,5.0,1,1,0.12,10.0
13.5,91.0,3.0,3.0,3.0,5.5,4.6,1,1,0.33,8.0
3.65,60.0,3.0,3.0,4.0,3.0,4.0,1,1,0.3,15.0
3.09,66.0,5.0,4.0,5.0,5.0,4.3,1,1,2.04,10.0
21.0,55.0,6.0,7.0,7.0,5.0,5.0,1,0,0.65,8.0
5.7,37.0,2.0,3.0,5.0,4.0,5.6,1,0,0.72,15.0
13.5,50.0,4.0,5.0,4.0,10.0,4.0,1,1,0.3,15.0
10.5,56.0,4.0,5.0,4.0,12.0,4.0,1,1,0.68,11.0
7.0,42.0,4.0,4.0,4.0,3.0,5.5,1,1,0.99,9.0
4.2,51.0,3.0,3.0,3.0,5.0,4.6,1,1,0.16,34.0
2.1,125.0,7.0,7.0,2.0,7.0,5.0,1,1,0.05,20.0
4.2,86.0,4.0,4.0,1.0,3.0,5.2,1,1,0.16,34.0
5.5,75.0,2.0,2.0,1.0,7.0,5.0,1,1,0.16,34.0
1.55,20.0,2.0,1.0,2.0,3.0,3.0,1,0,0.16,34.0
10.9,117.0,3.0,3.0,3.0,8.0,5.3,1,1,0.21,11.0
2.8,20.0,2.0,2.0,2.0,3.0,4.0,1,1,0.61,12.0
7.5,37.0,5.0,4.0,6.0,2.0,3.7,1,1,1.7,17.0
8.3,38.0,4.0,4.0,5.0,3.0,6.0,1,1,1.46,15.0
3.45,36.0,4.0,4.0,5.0,2.5,3.5,1,1,0.3,15.0
8.0,45.0,6.0,4.0,5.0,3.0,3.9,1,1,1.46,15.0
7.5,38.0,4.0,4.0,5.0,2.5,3.7,1,1,1.46,15.0
6.95,34.0,4.0,5.0,5.0,2.0,3.8,1,1,0.35,14.0
15.4,43.0,5.0,5.0,4.0,5.0,4.0,1,0,1.7,17.0
11.3,46.0,6.0,8.0,7.0,3.0,4.0,1,1,0.22,13.0
10.5,100.0,2.0,2.0,2.0,5.0,3.6,1,0,0.52,10.0
7.1,36.0,7.0,7.0,5.0,3.0,3.7,1,1,1.46,15.0
4.35,91.0,2.0,1.0,2.0,4.0,5.0,1,1,0.16,34.0
3.95,76.0,4.0,3.0,2.0,6.0,5.0,1,0,0.16,34.0
19.9,80.0,7.0,5.0,5.0,8.0,5.0,1,1,2.04,10.0
8.1,70.0,5.0,4.0,4.0,4.0,4.0,1,0,0.67,15.0
7.6,102.0,4.0,3.0,2.0,8.0,5.1,1,0,0.19,10.0
8.8,100.0,4.0,5.0,4.0,5.0,5.0,1,0,0.16,34.0
7.4,35.0,3.0,4.0,5.0,2.5,3.8,1,1,0.31,10.0
13.0,45.0,4.0,4.0,5.0,3.5,4.0,1,1,0.65,8.0
12.9,70.0,3.0,3.0,4.0,3.0,3.3,1,1,0.99,9.0
4.79,39.0,2.0,2.0,2.0,5.0,3.2,1,1,0.61,12.0
6.6,84.0,4.0,6.0,4.0,8.0,4.0,1,1,0.21,11.0
2.95,23.0,3.0,2.0,4.0,3.0,4.0,1,1,0.52,10.0
9.6,74.0,4.0,4.0,4.0,7.5,4.5,1,1,0.17,6.0
7.0,84.0,3.0,4.0,4.0,6.0,4.0,1,1,0.52,10.0
5.6,64.0,5.0,5.0,3.0,6.0,4.0,1,1,0.19,10.0
3.75,40.0,4.0,4.0,4.0,3.0,4.0,1,1,0.24,20.0
6.45,60.0,4.0,5.0,4.0,7.0,4.0,1,1,0.19,10.0
18.9,60.0,5.0,5.0,5.0,8.0,4.5,1,0,1.7,17.0
9.0,84.0,4.0,4.0,4.0,7.0,4.1,1,1,0.68,11.0
12.0,54.9,5.0,5.0,5.0,10.0,4.3,1,1,0.35,14.0
2.3,76.0,3.0,2.0,2.0,4.0,5.5,1,1,0.05,17.0
9.0,71.0,2.0,3.0,2.0,6.0,4.9,1,1,0.72,15.0
5.5,54.0,4.0,3.0,3.0,5.0,6.0,1,1,0.19,10.0
12.0,70.0,7.0,7.0,5.0,6.0,5.0,1,0,0.35,14.0
10.0,48.4,3.0,3.0,2.0,5.0,4.43,1,1,0.35,14.0
6.5,77.0,4.0,4.0,3.0,3.0,3.5,1,1,0.16,34.0
18.0,60.0,8.0,6.0,5.0,10.0,5.0,1,0,0.35,14.0
7.9,100.0,4.0,2.0,3.0,5.0,5.0,1,1,0.08,8.0
10.9,63.0,2.0,2.0,2.0,7.0,4.0,1,1,1.93,11.0
6.99,37.0,4.0,4.0,5.0,4.0,3.9,1,1,1.7,17.0
16.9,86.0,4.0,4.0,4.0,5.0,4.0,1,1,0.99,9.0
6.6,60.0,4.0,3.0,3.0,8.0,4.0,1,1,0.67,15.0
6.7,73.0,3.0,2.0,2.0,10.0,3.8,1,0,0.52,10.0
14.5,55.0,3.0,2.0,3.0,3.0,4.2,1,1,1.7,17.0
7.5,80.0,4.0,4.0,3.0,4.5,4.0,1,1,0.16,34.0
9.4,58.0,7.0,7.0,5.0,6.0,4.3,1,1,0.61,12.0
7.0,33.0,2.0,2.0,2.0,6.0,6.0,1,1,2.04,10.0
5.6,50.0,4.0,4.0,3.0,4.5,4.3,1,1,0.16,34.0
14.0,90.0,5.0,5.0,4.0,6.0,4.5,1,1,0.16,34.0
6.5,84.0,2.0,3.0,3.0,4.0,5.0,1,1,0.16,34.0
8.9,51.0,4.0,3.0,4.0,6.0,4.9,1,1,0.67,15.0
9.0,64.0,4.0,4.0,4.0,8.0,4.0,1,1,0.68,11.0
22.0,65.0,6.0,5.0,6.0,3.0,5.0,1,1,1.41,13.0
4.69,17.6,3.0,3.0,4.0,3.0,4.14,1,1,0.33,8.0
10.0,82.0,3.0,2.0,1.0,5.0,5.0,1,1,2.33,10.0
2.7,66.0,3.0,2.0,1.0,6.0,6.0,1,1,0.09,25.0
7.2,40.0,3.0,4.0,5.0,2.5,4.0,1,1,0.65,8.0
7.3,46.0,4.0,5.0,5.0,4.0,4.0,1,1,0.65,8.0
9.0,64.0,4.0,4.0,4.0,8.0,4.0,1,1,0.68,11.0
