Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province,Population,DistrictArea,CommuneCount,CommuneDensity,Distribute
7.4,36.0,3.0,4.0,5.0,3.5,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
8.65,50.0,4.0,2.0,3.0,4.0,3.5,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
4.55,100.0,3.0,3.0,3.0,5.0,5.0,yes,yes,thủ dầu một,bình dương,321607.0,118.9,14.0,0.12,2.705
13.5,100.0,7.0,3.0,1.0,4.0,5.0,yes,no,quận 10,hồ chí minh,234819.0,5.7,11.0,1.93,41.196
3.69,60.0,2.0,2.0,1.0,4.0,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
4.45,32.0,4.0,3.0,4.0,3.0,3.3,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
6.35,42.6,2.0,2.0,2.0,6.0,3.2,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
3.7,52.0,2.0,2.0,1.0,5.0,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
7.0,55.0,5.0,4.0,5.0,4.0,4.8,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
5.18,42.0,3.0,4.0,5.0,3.5,3.5,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
8.6,36.0,4.0,3.0,4.0,3.0,3.5,yes,no,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
4.5,84.0,3.0,3.0,3.0,5.0,4.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
7.5,40.0,4.0,3.0,5.0,6.0,4.3,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
7.4,64.0,3.0,3.0,2.0,6.0,6.4,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
3.99,64.0,2.0,2.0,1.0,5.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
5.29,65.0,4.0,4.0,3.0,3.0,5.0,yes,yes,hải châu,đà nẵng,201522.0,23.3,9.0,0.39,8.649
6.4,50.0,4.0,5.0,3.0,6.0,4.0,no,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
8.8,90.0,4.0,5.0,4.0,8.0,5.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
15.99,80.0,4.0,6.0,4.0,10.0,5.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
10.5,107.0,4.0,5.0,4.0,7.0,5.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
5.3,79.0,4.0,3.0,4.0,4.0,4.12,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
7.65,31.0,3.0,4.0,6.0,2.5,3.4,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
6.5,52.5,4.0,4.0,3.0,7.0,5.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
3.6,78.0,3.0,3.0,2.0,6.0,4.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
7.8,82.0,4.0,5.0,3.0,8.0,5.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
7.45,105.0,3.0,3.0,2.0,4.0,4.3,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
12.5,50.0,4.0,4.0,4.0,12.0,5.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
7.75,61.5,4.0,5.0,4.0,3.0,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
5.99,50.0,4.0,4.0,3.0,6.0,4.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
6.2,60.0,4.0,5.0,3.0,6.0,4.0,yes,no,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
4.8,95.0,3.0,2.0,1.0,10.0,5.0,yes,yes,biên hòa,đồng nai,1055414.0,263.6,25.0,0.09,4.004
10.6,66.0,4.0,4.0,3.0,6.0,4.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
6.8,50.0,4.0,4.0,3.0,6.0,4.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
7.93,46.5,5.0,3.0,4.0,6.0,3.5,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
7.45,66.6,4.0,3.0,3.0,3.5,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
4.8,52.0,2.0,2.0,2.0,4.0,4.1,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
6.4,70.0,4.0,5.0,4.0,12.0,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
3.8,60.0,2.0,2.0,2.0,6.0,5.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
11.5,48.0,6.0,5.0,6.0,3.0,4.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
4.35,64.0,3.0,2.0,2.0,8.0,4.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
23.75,60.0,3.0,4.0,6.0,4.0,5.0,yes,no,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
15.0,68.0,4.0,5.0,6.0,4.0,4.1,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
7.38,40.0,3.0,4.0,4.0,3.0,4.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
15.5,81.0,4.0,3.0,3.0,5.0,6.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
13.0,50.0,5.0,4.0,5.0,6.0,4.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
10.8,56.0,3.0,4.0,5.0,3.0,6.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
6.5,50.0,2.0,2.0,2.0,5.0,5.1,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
7.9,51.0,1.0,1.0,1.0,8.0,3.7,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
6.09,36.0,6.0,4.0,5.0,2.5,3.5,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
7.7,70.0,4.0,5.0,4.0,8.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
5.8,60.0,4.0,2.0,2.0,5.0,4.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
3.5,18.0,2.0,3.0,4.0,3.0,2.8,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
12.0,40.0,4.0,5.0,6.0,3.0,4.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
18.5,50.0,5.0,4.0,5.0,5.0,5.2,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
11.2,40.0,4.0,5.0,6.0,3.0,4.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
10.7,40.0,4.0,4.0,5.0,3.0,5.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
8.0,45.0,4.0,4.0,4.0,5.0,4.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
11.0,30.0,3.0,3.0,6.0,4.0,3.2,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
9.1,38.0,4.0,3.0,4.0,5.0,3.0,no,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
3.2,60.0,2.0,2.0,2.0,12.0,4.0,yes,no,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
7.6,37.6,4.0,4.0,6.0,3.0,4.8,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
8.1,88.0,3.0,3.0,3.0,6.0,4.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
5.96,50.0,4.0,3.0,3.0,5.0,5.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
9.3,45.0,4.0,5.0,6.0,3.5,4.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
9.2,45.0,3.0,5.0,6.0,6.0,6.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
7.9,38.0,3.0,4.0,5.0,3.5,4.5,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
8.5,45.0,4.0,5.0,5.0,4.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
15.9,55.0,6.0,5.0,6.0,5.0,4.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
9.35,40.0,3.0,5.0,6.0,4.0,4.6,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
16.5,74.0,8.0,8.0,6.0,4.0,6.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
8.0,55.0,4.0,3.0,4.0,5.0,6.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
19.0,120.0,4.0,5.0,6.0,6.0,6.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
4.29,43.0,5.0,4.0,3.0,2.5,4.0,yes,yes,quận 4,hồ chí minh,175329.0,4.2,10.0,2.38,41.745
5.8,71.0,3.0,2.0,2.0,5.0,5.19,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
7.3,42.0,5.0,3.0,4.0,2.0,3.3,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
7.48,35.0,5.0,3.0,5.0,3.0,3.7,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
12.48,40.0,3.0,5.0,6.0,6.0,4.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
5.6,81.4,3.0,2.0,2.0,5.0,4.65,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
7.5,77.0,3.0,2.0,2.0,5.0,4.6,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
8.45,49.0,3.0,3.0,3.0,2.5,4.5,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
3.45,50.0,2.0,2.0,2.0,3.0,5.6,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
4.1,99.2,3.0,1.0,1.0,2.5,4.2,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
9.1,35.0,4.0,3.0,4.0,4.0,4.0,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
5.75,56.0,4.0,3.0,3.0,8.0,4.5,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
3.95,60.0,2.0,2.0,2.0,5.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
4.9,84.0,4.0,3.0,2.0,4.0,4.5,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
3.96,52.0,2.0,2.0,2.0,8.0,4.5,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
7.4,90.0,2.0,1.0,1.0,10.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
11.9,90.0,6.0,3.0,3.0,10.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
4.6,63.0,3.0,3.0,3.0,8.0,5.0,yes,no,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
10.9,70.0,4.0,4.0,5.0,6.0,4.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
7.9,68.0,1.0,1.0,2.0,6.5,4.5,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
1.68,34.2,1.0,1.0,1.0,3.0,4.0,yes,no,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
12.95,63.0,4.0,3.0,4.0,3.5,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
4.2,78.1,2.0,2.0,2.0,9.0,5.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
3.5,60.0,2.0,2.0,2.0,6.0,5.0,yes,no,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
4.0,98.0,6.0,6.0,1.0,10.0,5.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
19.5,80.0,6.0,7.0,5.0,5.0,4.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
11.8,66.0,4.0,3.0,4.0,10.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
13.8,60.0,6.0,4.0,4.0,12.0,5.0,yes,no,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
8.5,35.0,3.0,5.0,6.0,5.0,4.1,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
0.5,52.0,4.0,5.0,4.0,10.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
6.3,43.0,2.0,2.0,2.0,6.0,4.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
10.2,120.0,3.0,3.0,2.0,6.0,6.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
13.8,93.0,8.0,8.0,4.0,4.0,5.8,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
12.5,50.0,6.0,6.0,7.0,6.0,6.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
8.3,60.0,4.0,5.0,4.0,6.0,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
9.0,42.5,4.0,3.0,4.0,5.0,3.6,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
7.0,82.0,3.0,2.0,2.0,5.0,6.4,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
8.85,45.0,3.0,4.0,5.0,3.0,4.2,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
6.2,90.0,3.0,2.0,2.0,5.0,6.5,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
5.8,130.0,3.0,2.0,1.0,5.0,5.7,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
14.8,45.0,3.0,4.0,5.0,5.0,3.5,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
7.3,90.0,4.0,4.0,3.0,5.0,5.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
8.2,40.0,4.0,4.0,5.0,4.0,4.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
5.68,30.0,3.0,3.0,4.0,3.0,3.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
3.45,75.0,3.0,2.0,3.0,4.0,5.0,yes,yes,thủ dầu một,bình dương,321607.0,118.9,14.0,0.12,2.705
9.85,57.0,4.0,3.0,3.0,5.0,5.7,yes,yes,quận 3,hồ chí minh,190375.0,4.9,10.0,2.04,38.852
1.75,50.0,3.0,3.0,2.0,6.0,4.64,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
8.4,127.0,2.0,1.0,1.0,12.0,4.1,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
8.2,77.0,2.0,2.0,2.0,7.0,4.1,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
8.64,54.0,5.0,4.0,5.0,3.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
8.3,56.0,1.0,1.0,1.0,3.0,4.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
9.95,113.0,4.0,5.0,4.0,8.0,5.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
6.7,30.0,3.0,3.0,5.0,2.5,4.1,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
6.8,38.0,4.0,3.0,3.0,2.0,4.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
9.0,80.0,5.0,5.0,4.0,8.0,4.0,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
6.95,33.0,5.0,4.0,5.0,2.0,6.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
6.0,30.0,3.0,3.0,5.0,2.0,3.0,yes,no,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
18.5,48.0,6.0,5.0,5.0,5.0,5.2,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
11.79,58.0,6.0,4.0,4.0,6.0,4.1,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
10.2,55.0,4.0,5.0,4.0,3.0,3.7,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
9.5,48.0,3.0,4.0,5.0,4.0,4.2,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
7.95,35.0,3.0,4.0,5.0,5.0,6.0,yes,no,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
4.49,60.0,2.0,2.0,3.0,5.0,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
19.5,40.0,4.0,4.0,4.0,10.0,3.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
8.1,46.0,6.0,4.0,5.0,2.0,3.5,yes,no,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
10.5,42.0,5.0,6.0,6.0,3.5,4.5,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
6.2,39.0,3.0,2.0,3.0,2.5,3.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
15.0,45.0,6.0,6.0,7.0,8.0,5.4,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
8.15,35.0,4.0,4.0,5.0,3.5,5.5,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
15.5,94.0,5.0,6.0,4.0,6.0,4.0,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
6.59,55.0,3.0,3.0,3.0,6.0,5.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
6.9,54.8,4.0,4.0,3.0,6.0,4.3,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
3.25,52.5,1.0,1.0,1.0,5.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
8.2,64.0,4.0,5.0,5.0,6.0,4.1,yes,yes,lê chân,hải phòng,219762.0,11.9,7.0,0.59,18.467
4.77,46.0,2.0,2.0,2.0,3.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
6.7,39.0,5.0,5.0,5.0,2.0,3.6,yes,no,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
9.8,34.0,3.0,4.0,5.0,3.0,4.1,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
12.5,67.0,6.0,4.0,4.0,5.0,4.5,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
10.5,72.0,4.0,3.0,4.0,5.0,4.3,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
8.4,68.0,4.0,5.0,4.0,5.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
4.15,55.0,2.0,2.0,2.0,6.0,5.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
5.9,38.0,4.0,4.0,4.0,3.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
2.2,80.0,2.0,2.0,2.0,5.0,5.0,yes,no,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
6.6,36.0,4.0,4.0,5.0,3.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
2.75,48.0,3.0,3.0,3.0,3.0,4.0,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,0.24,3.094
16.0,48.0,4.0,4.0,5.0,7.0,4.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
18.3,66.0,6.0,4.0,5.0,8.0,5.0,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
19.5,124.0,6.0,7.0,4.0,6.0,5.5,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
18.8,51.0,6.0,3.0,8.0,2.0,4.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
18.5,53.0,3.0,4.0,3.0,6.0,4.0,yes,no,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
12.6,59.0,5.0,6.0,6.0,3.5,4.2,yes,no,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
6.95,41.0,7.0,4.0,5.0,5.0,4.1,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
6.9,80.0,2.0,2.0,2.0,8.0,4.5,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
8.5,43.0,6.0,7.0,5.0,6.0,5.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
4.9,35.0,3.0,4.0,3.0,2.5,3.15,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,0.24,3.094
4.87,36.8,4.0,4.0,4.0,2.5,3.68,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,0.24,3.094
21.5,53.0,4.0,4.0,6.0,6.0,4.0,yes,no,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
19.45,72.0,4.0,4.0,4.0,3.0,6.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
7.8,28.0,3.0,3.0,6.0,6.0,3.0,yes,no,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
8.8,35.0,3.0,5.0,6.0,2.0,3.5,yes,no,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
5.1,32.0,4.0,4.0,5.0,3.0,3.2,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
11.89,100.0,2.0,2.0,2.0,6.0,6.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
7.9,34.0,3.0,3.0,5.0,2.0,4.5,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
10.0,84.0,6.0,7.0,5.0,12.0,4.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
11.49,90.0,4.0,2.0,2.0,6.0,6.2,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
9.89,70.0,3.0,3.0,3.0,5.0,4.6,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
8.49,70.0,3.0,2.0,2.0,5.0,4.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
7.6,80.0,2.0,1.0,1.0,6.0,4.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
7.45,50.0,3.0,4.0,3.0,4.0,5.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
14.49,110.0,7.0,7.0,3.0,6.0,5.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
10.29,110.0,5.0,5.0,2.0,4.0,4.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
7.9,38.0,5.0,4.0,5.0,4.0,4.0,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
9.9,94.0,8.0,8.0,5.0,8.0,5.35,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
12.0,40.0,4.0,4.0,6.0,3.5,3.6,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
9.89,90.0,8.0,8.0,4.0,4.0,6.4,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
8.69,100.0,2.0,2.0,2.0,4.0,5.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
7.2,84.0,2.0,2.0,1.0,8.0,4.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
12.0,100.0,3.0,4.0,2.0,10.0,6.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
2.8,60.0,3.0,2.0,1.0,4.0,5.0,yes,yes,thủ dầu một,bình dương,321607.0,118.9,14.0,0.12,2.705
10.8,40.0,2.0,2.0,2.0,3.0,3.9,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
6.83,38.0,4.0,4.0,4.0,4.0,4.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
8.0,80.0,2.0,2.0,2.0,8.0,4.7,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
12.0,25.0,4.0,4.0,5.0,8.0,4.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
5.1,45.0,3.0,2.0,2.0,6.0,3.5,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
7.0,30.0,3.0,4.0,5.0,1.5,3.4,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
6.09,32.0,3.0,3.0,4.0,3.0,3.5,yes,no,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
7.9,34.0,4.0,5.0,6.0,2.0,4.6,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
4.59,30.0,2.0,2.0,3.0,2.5,3.0,yes,no,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
7.45,40.0,4.0,3.0,5.0,2.5,4.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
4.3,64.0,3.0,3.0,3.0,3.5,4.7,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
10.8,52.0,3.0,5.0,6.0,4.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
12.0,50.0,5.0,3.0,5.0,12.0,6.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
8.5,45.0,3.0,4.0,4.0,8.0,5.0,yes,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,1.39,32.439
5.3,40.0,3.0,3.0,2.0,7.0,4.5,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
