Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province,Population,DistrictArea,CommuneCount,CommuneDensity,Distribute
12.3,43.0,4.0,4.0,5.0,8.0,5.6,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
9.2,72.0,4.0,3.0,4.0,10.0,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
5.3,50.0,3.0,3.0,3.0,5.0,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
3.7,54.0,4.0,3.0,3.0,3.0,4.0,yes,yes,lê chân,hải phòng,219762.0,11.9,7.0,0.59,18.467
2.58,45.0,3.0,3.0,3.0,3.0,4.0,yes,yes,hải an,hải phòng,144256.0,97.6,8.0,0.08,1.477
3.85,32.5,3.0,3.0,4.0,1.8,3.8,yes,yes,thanh oai,hà nội,211029.0,123.9,20.0,0.16,1.703
4.8,60.0,6.0,5.0,3.0,5.0,5.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
9.5,60.0,5.0,6.0,5.0,13.0,4.0,yes,yes,hải an,hải phòng,144256.0,97.6,8.0,0.08,1.477
7.78,120.0,2.0,2.0,1.0,12.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
7.7,56.5,4.0,5.0,5.0,5.0,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
8.6,52.0,5.0,5.0,5.0,2.8,3.5,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
6.3,72.0,3.0,4.0,3.0,5.0,5.0,yes,yes,liên chiểu,đà nẵng,166832.0,80.9,5.0,0.06,2.060
6.68,52.0,4.0,5.0,4.0,6.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
6.0,40.0,3.0,4.0,3.0,3.0,4.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
23.0,55.0,5.0,6.0,6.0,8.0,4.5,yes,no,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
12.0,83.0,3.0,3.0,3.0,3.0,4.8,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
3.6,28.0,4.0,3.0,3.0,5.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
16.7,85.0,5.0,4.0,5.0,4.0,6.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
4.19,82.0,4.0,4.0,2.0,6.0,6.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
13.5,111.0,7.0,8.0,6.0,6.0,5.5,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
7.5,98.6,7.0,7.0,2.0,3.0,3.7,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
15.8,52.0,4.0,4.0,6.0,3.0,4.2,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
3.69,57.0,4.0,4.0,4.0,3.0,4.2,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,0.24,3.094
6.2,67.0,3.0,2.0,2.0,4.0,4.0,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
8.5,64.0,4.0,5.0,5.0,5.0,4.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
7.7,74.0,6.0,4.0,5.0,12.0,5.0,yes,yes,ngô quyền,hải phòng,165309.0,11.3,8.0,0.71,14.629
9.5,37.0,4.0,5.0,5.0,2.5,3.0,yes,no,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
10.0,50.0,6.0,4.0,5.0,9.0,4.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
1.8,65.0,3.0,3.0,2.0,5.0,5.0,yes,yes,thuận an,bình dương,508433.0,83.7,10.0,0.12,6.074
18.2,50.0,3.0,3.0,4.0,8.0,4.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
8.15,38.0,3.0,5.0,6.0,4.0,3.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
9.0,40.0,3.0,3.0,3.0,5.0,4.2,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,0.52,22.118
7.0,30.0,5.0,5.0,6.0,3.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
7.2,45.0,4.0,3.0,4.0,3.0,5.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
7.8,65.0,1.0,1.0,2.0,10.0,4.3,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,0.52,22.118
14.7,51.0,4.0,3.0,4.0,5.0,3.5,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
9.0,68.0,7.0,7.0,4.0,5.0,4.3,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
3.75,36.0,3.0,2.0,2.0,3.0,3.0,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,0.52,22.118
6.5,42.0,4.0,3.0,4.0,4.0,3.6,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,0.52,22.118
4.0,23.0,3.0,3.0,4.0,3.0,5.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
6.5,30.0,4.0,4.0,5.0,2.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
10.8,57.0,6.0,5.0,5.0,3.0,5.8,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
5.4,46.0,4.0,3.0,3.0,5.0,3.7,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
7.49,47.0,4.0,3.0,3.0,10.0,4.6,yes,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,1.39,32.439
8.0,64.0,6.0,4.0,4.0,6.0,4.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
16.5,56.0,4.0,4.0,7.0,5.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
13.8,38.0,6.0,4.0,6.0,6.0,4.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
6.5,35.0,3.0,3.0,6.0,4.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
10.9,38.0,3.0,5.0,5.0,10.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
23.0,60.0,4.0,4.0,5.0,5.0,5.6,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
5.0,32.0,4.0,3.0,4.0,4.0,3.2,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,0.24,3.094
6.3,72.6,2.0,2.0,2.0,12.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
5.8,52.0,4.0,5.0,4.0,6.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
8.8,38.0,6.0,5.0,6.0,7.0,4.3,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
6.2,72.0,2.0,2.0,3.0,5.0,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
16.5,56.0,6.0,4.0,4.0,10.0,3.7,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
2.15,37.5,3.0,2.0,2.0,4.0,3.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
8.4,68.0,2.0,2.0,2.0,2.5,4.0,yes,no,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
3.4,50.0,2.0,2.0,2.0,2.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
6.9,50.0,5.0,6.0,5.0,4.0,3.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
8.45,32.0,3.0,4.0,5.0,5.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
15.45,59.0,5.0,4.0,5.0,10.5,4.2,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
12.2,40.0,4.0,6.0,7.0,4.0,4.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
10.9,45.0,3.0,4.0,6.0,3.0,4.5,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
6.0,35.0,3.0,4.0,5.0,2.0,4.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
13.5,76.0,5.0,5.0,5.0,8.0,4.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
9.5,95.0,4.0,4.0,3.0,8.0,4.5,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
6.5,110.0,4.0,5.0,2.0,5.0,5.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
10.5,45.0,6.0,5.0,6.0,5.0,4.5,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
7.8,41.0,4.0,4.0,4.0,3.0,3.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,1.41,24.119
9.5,54.0,4.0,4.0,5.0,3.0,3.6,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
15.6,90.0,1.0,2.0,1.0,6.0,5.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
4.65,65.0,2.0,2.0,1.0,4.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
3.25,67.0,3.0,2.0,2.0,5.0,6.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
2.65,91.0,2.0,1.0,1.0,5.0,5.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,0.12,6.718
7.6,77.0,4.0,4.0,3.0,9.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
5.3,64.0,2.0,2.0,2.0,6.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
6.88,96.5,4.0,3.0,2.0,6.0,5.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
6.6,35.0,3.0,3.0,5.0,4.0,5.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
10.5,63.0,3.0,2.0,2.0,6.0,6.0,yes,yes,phú nhuận,hồ chí minh,163961.0,4.9,11.0,2.24,33.461
5.8,85.5,3.0,4.0,3.0,10.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
4.5,41.0,2.0,2.0,2.0,4.0,4.6,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
9.2,100.0,4.0,4.0,4.0,2.8,5.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
12.5,65.0,4.0,5.0,4.0,4.0,6.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
4.2,56.0,2.0,2.0,2.0,3.0,4.2,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
6.4,30.0,4.0,4.0,6.0,8.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
10.2,60.0,2.0,2.0,2.0,6.0,4.2,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
18.0,88.0,3.0,4.0,3.0,6.0,6.0,yes,no,quận 5,hồ chí minh,159073.0,4.3,10.0,2.33,36.994
7.9,40.2,3.0,3.0,3.0,5.0,5.0,yes,yes,quận 5,hồ chí minh,159073.0,4.3,10.0,2.33,36.994
4.2,26.0,2.0,2.0,3.0,3.0,3.5,yes,no,hai bà trưng,hà nội,303586.0,10.3,15.0,1.46,29.474
4.95,35.0,2.0,2.0,3.0,4.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
6.8,35.0,3.0,3.0,5.0,3.0,5.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
16.5,44.0,3.0,5.0,6.0,5.0,4.6,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
14.5,57.0,5.0,5.0,4.0,8.0,4.0,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,1.96,41.150
5.2,64.0,2.0,2.0,2.0,8.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
3.6,58.0,2.0,1.0,1.0,8.0,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
6.3,44.0,4.0,3.0,4.0,6.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
8.3,38.0,4.0,4.0,6.0,2.5,3.7,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
3.99,120.0,3.0,2.0,1.0,10.0,5.0,yes,yes,thủ dầu một,bình dương,321607.0,118.9,14.0,0.12,2.705
11.2,125.0,3.0,4.0,3.0,12.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
11.5,76.0,5.0,4.0,4.0,12.0,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
2.96,44.0,4.0,3.0,4.0,3.5,4.0,no,no,lê chân,hải phòng,219762.0,11.9,7.0,0.59,18.467
15.8,61.0,6.0,5.0,5.0,12.0,4.6,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
13.5,62.0,5.0,5.0,5.0,6.0,4.0,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,0.72,23.998
8.5,55.0,3.0,3.0,4.0,4.0,5.0,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
5.5,51.0,4.0,4.0,4.0,6.0,3.4,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
7.3,83.0,4.0,5.0,4.0,10.0,4.3,yes,yes,hải an,hải phòng,144256.0,97.6,8.0,0.08,1.477
5.25,60.0,4.0,5.0,3.0,6.0,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
5.2,70.0,4.0,3.0,4.0,3.0,5.0,yes,yes,lê chân,hải phòng,219762.0,11.9,7.0,0.59,18.467
6.6,100.0,2.0,2.0,2.0,5.0,5.0,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
14.5,71.0,4.0,5.0,5.0,6.0,4.77,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,1.93,41.196
12.8,50.0,4.0,5.0,5.0,4.0,3.7,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
6.5,30.0,3.0,3.0,5.0,3.0,3.5,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
6.5,80.8,1.0,1.0,1.0,8.0,4.05,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
7.2,38.0,3.0,4.0,5.0,3.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
5.98,99.0,4.0,3.0,2.0,4.0,5.3,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
11.0,91.0,2.0,3.0,1.0,5.5,5.0,yes,yes,sơn trà,đà nẵng,157415.0,63.4,6.0,0.09,2.483
12.3,50.0,3.0,1.0,2.0,8.0,4.0,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
8.5,50.0,3.0,4.0,5.0,2.5,5.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
18.8,60.0,6.0,5.0,5.0,6.0,5.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
6.48,60.0,4.0,3.0,3.0,7.0,4.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
8.0,55.0,6.0,5.0,5.0,3.0,4.6,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
5.6,53.7,3.0,3.0,2.0,5.0,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,0.21,11.745
3.0,31.5,2.0,2.0,2.0,5.0,3.5,yes,no,quận 8,hồ chí minh,424667.0,19.2,10.0,0.52,22.118
4.38,34.0,3.0,4.0,5.0,3.0,3.6,yes,no,hoài đức,hà nội,262978.0,85.0,20.0,0.24,3.094
5.8,50.0,5.0,5.0,5.0,4.0,4.2,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
1.85,20.0,2.0,4.0,4.0,5.0,4.0,no,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
17.9,70.0,4.0,3.0,4.0,4.0,5.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
4.85,56.0,2.0,2.0,1.0,5.0,4.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
6.0,52.0,4.0,3.0,4.0,3.5,4.0,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
5.8,66.6,2.0,3.0,2.0,6.0,3.7,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
2.55,47.8,3.0,3.0,3.0,3.0,4.0,yes,yes,an dương,hải phòng,171227.0,78.9,10.0,0.13,2.169
4.8,31.0,3.0,4.0,5.0,2.2,3.5,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
9.5,64.0,7.0,5.0,5.0,10.0,4.0,yes,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,1.39,32.439
7.6,41.0,3.0,4.0,5.0,8.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
12.3,46.0,6.0,6.0,6.0,4.0,4.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
9.5,72.2,4.0,4.0,4.0,6.0,3.72,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
5.85,59.0,3.0,4.0,4.0,3.0,5.0,yes,yes,ngô quyền,hải phòng,165309.0,11.3,8.0,0.71,14.629
7.0,90.0,3.0,2.0,2.0,8.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,0.19,15.109
8.2,60.0,7.0,8.0,4.0,4.0,4.0,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,1.96,41.150
5.4,30.0,3.0,4.0,5.0,3.5,5.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
6.5,40.0,4.0,3.0,3.0,3.0,3.5,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
6.0,33.0,3.0,4.0,5.0,6.0,4.7,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
0.45,64.0,2.0,1.0,1.0,5.0,5.0,yes,yes,châu phú,an giang,206676.0,450.7,13.0,0.03,459
12.0,101.1,4.0,4.0,3.0,6.0,6.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,0.68,30.146
4.09,54.0,4.0,3.0,4.0,3.0,4.0,yes,yes,lê chân,hải phòng,219762.0,11.9,7.0,0.59,18.467
5.86,60.0,6.0,6.0,5.0,12.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
4.4,32.0,2.0,2.0,3.0,6.0,4.0,yes,yes,phú nhuận,hồ chí minh,163961.0,4.9,11.0,2.24,33.461
5.6,46.0,4.0,3.0,4.0,6.0,4.5,yes,yes,lê chân,hải phòng,219762.0,11.9,7.0,0.59,18.467
5.2,35.0,5.0,3.0,4.0,2.5,6.0,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
6.0,38.0,3.0,4.0,5.0,4.0,4.3,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
5.4,40.0,3.0,3.0,4.0,3.0,4.0,yes,no,quận 11,hồ chí minh,209867.0,5.1,10.0,1.96,41.150
7.95,35.0,4.0,5.0,6.0,3.0,4.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
4.9,46.0,2.0,3.0,2.0,4.0,3.7,yes,no,quận 8,hồ chí minh,424667.0,19.2,10.0,0.52,22.118
14.0,65.0,4.0,3.0,4.0,2.5,6.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,0.33,6.578
18.9,60.0,6.0,4.0,5.0,6.0,3.5,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
7.95,35.0,4.0,5.0,6.0,3.0,4.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
4.5,18.9,1.0,1.0,1.0,8.0,3.1,yes,yes,phú nhuận,hồ chí minh,163961.0,4.9,11.0,2.24,33.461
8.3,40.0,4.0,4.0,5.0,6.0,5.0,no,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
12.2,48.0,6.0,4.0,6.0,10.0,4.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
7.8,48.0,2.0,3.0,4.0,4.0,4.0,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,1.96,41.150
8.8,54.6,4.0,3.0,4.0,6.0,3.9,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,1.96,41.150
14.0,61.0,3.0,3.0,3.0,13.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
23.75,95.0,4.0,3.0,4.0,4.0,4.7,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
22.8,61.0,6.0,6.0,5.0,8.0,5.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
6.3,44.0,4.0,3.0,4.0,4.0,4.0,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,1.96,41.150
15.6,40.0,4.0,4.0,6.0,9.0,3.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
9.2,110.0,5.0,6.0,3.0,7.5,5.0,yes,yes,ngũ hành sơn,đà nẵng,90352.0,40.2,4.0,0.1,2.248
5.6,32.0,4.0,4.0,4.0,4.0,3.7,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,1.96,41.150
18.7,65.0,6.0,4.0,5.0,4.0,3.6,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,1.7,37.161
6.25,74.0,4.0,3.0,5.0,3.5,4.4,yes,yes,gia lâm,hà nội,286102.0,116.7,17.0,0.15,2.452
17.0,50.0,4.0,4.0,5.0,6.0,4.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
12.3,68.0,4.0,5.0,4.0,8.0,4.0,yes,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,1.39,32.439
4.2,51.0,3.0,3.0,3.0,5.0,5.0,yes,no,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
2.3,82.7,3.0,3.0,1.0,5.0,5.0,yes,no,thuận an,bình dương,508433.0,83.7,10.0,0.12,6.074
5.8,32.0,3.0,3.0,5.0,2.5,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
8.8,35.0,4.0,4.0,6.0,5.0,5.5,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
5.25,50.8,3.0,2.0,1.0,3.0,3.0,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,0.52,22.118
6.8,35.0,3.0,4.0,5.0,2.5,3.7,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
19.5,100.0,4.0,4.0,5.0,10.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
12.5,57.0,5.0,3.0,5.0,2.5,6.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,0.99,32.255
14.0,78.0,2.0,2.0,2.0,10.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
8.5,46.0,3.0,5.0,5.0,5.0,5.8,yes,no,quận 3,hồ chí minh,190375.0,4.9,10.0,2.04,38.852
5.0,58.0,4.0,4.0,3.0,8.0,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
6.35,30.0,3.0,3.0,5.0,2.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
2.0,105.0,4.0,2.0,2.0,6.0,6.0,yes,yes,diên khánh,khánh hòa,143211.0,337.6,17.0,0.05,424
18.0,100.0,2.0,2.0,1.0,10.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,0.16,4.791
0.79,24.0,2.0,1.0,1.0,5.0,4.0,yes,yes,hóc môn,hồ chí minh,542243.0,109.2,12.0,0.11,4.966
7.0,1.289,2.0,2.0,1.0,6.0,6.0,yes,yes,củ chi,hồ chí minh,462047.0,434.5,21.0,0.05,1.063
2.65,58.4,3.0,3.0,2.0,4.5,4.1,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,0.09,1.660
11.5,65.0,6.0,5.0,5.0,3.0,5.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,0.22,5.394
6.2,60.0,4.0,4.0,3.0,8.0,4.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
6.98,44.0,3.0,3.0,4.0,5.0,5.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
1.29,44.0,3.0,1.0,1.0,4.0,4.0,no,yes,bình chánh,hồ chí minh,705508.0,252.7,16.0,0.06,2.792
1.18,36.0,2.0,2.0,2.0,4.0,4.0,no,no,bình chánh,hồ chí minh,705508.0,252.7,16.0,0.06,2.792
6.8,35.0,3.0,4.0,5.0,4.0,4.5,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,0.29,7.529
7.9,48.0,4.0,3.0,4.0,6.0,4.0,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,0.67,21.196
6.8,38.0,4.0,4.0,3.0,3.0,5.0,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
6.5,118.5,4.0,3.0,4.0,5.0,5.0,yes,yes,lê chân,hải phòng,219762.0,11.9,7.0,0.59,18.467
10.9,40.0,3.0,3.0,5.0,5.0,4.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,0.65,23.516
8.2,56.5,4.0,5.0,4.0,4.0,5.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,0.28,10.088
6.5,64.0,4.0,5.0,3.0,10.0,4.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,0.07,2.060
5.8,30.0,4.0,3.0,4.0,2.0,6.4,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,0.31,8.364
8.8,86.0,3.0,3.0,3.0,8.0,5.8,yes,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,1.39,32.439
13.9,50.0,4.0,4.0,4.0,6.0,4.4,yes,no,hà đông,hà nội,397854.0,49.6,15.0,0.3,8.021
9.8,75.0,3.0,4.0,4.0,7.0,5.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,0.61,34.360
5.65,32.0,3.0,4.0,5.0,2.5,3.8,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,0.35,12.564
