Area,Bedrooms,BathroomuneCos,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,CommuneDensity,Communt
0.39442308457132325,1.0028449983521261,-0.4655169190820122,0.8247701079149916,-0.886206201426236,0.7964071065743533,1,1,1.871824604902866,0.47571850493836443
-0.5426334547346668,0.22246625834384448,0.9548550780077714,0.8247701079149916,-0.4708684266649359,-0.5091193510995341,1,1,-0.47551084029223434,-0.9256975682586737
0.48366656450522705,-0.5579124816644372,-1.175702917626904,-1.164295369658415,-0.05553065190363585,0.2741965235047979,1,0,-0.06429879149893218,-1.2371233623024598
0.48366656450522705,1.783223738360408,0.2446690794628796,0.8247701079149916,-0.4708684266649359,-0.5091193510995341,1,1,0.6553222938893468,-0.7699846712367805
-0.05179431509819584,-0.5579124816644372,-0.4655169190820122,-1.164295369658415,0.3598071228576642,0.14364387773740964,1,0,2.9512562329852843,-0.6142717742148874
-0.944229114437234,-1.338291221672719,-1.175702917626904,-0.5012735438006127,-1.301543976187536,0.2741965235047979,0,0,-0.612581523223335,0.3200056079164713
-0.944229114437234,0.22246625834384448,0.9548550780077714,1.4877919337727938,-0.4708684266649359,-1.1618825799364778,1,0,-0.5097785110250095,-0.6142717742148874
-0.712196066609084,0.22246625834384448,0.9548550780077714,1.4877919337727938,1.6058204471415645,-0.24801405956475636,1,1,2.4543750073600443,-0.6142717742148874
-0.09641605506514775,-0.5579124816644372,-1.175702917626904,-1.8273171955162173,-0.886206201426236,0.7964071065743533,1,0,-0.8353213829863738,-0.6142717742148874
-0.007172575131243934,-1.338291221672719,-1.175702917626904,-1.164295369658415,0.3598071228576642,0.013091231970021355,1,1,-0.6811168646888855,-0.45855887719299426
1.1976144039764576,0.22246625834384448,-0.4655169190820122,-1.164295369658415,-0.4708684266649359,0.14364387773740964,1,0,-0.7667860415208234,3.1228377543105474
-1.2119595542389454,-0.5579124816644372,0.9548550780077714,1.4877919337727938,-1.301543976187536,-0.5091193510995341,1,1,-0.6639830293224979,-0.14713308314920803
1.6884535436129287,1.0028449983521261,0.9548550780077714,0.8247701079149916,0.3598071228576642,0.7964071065743533,1,1,-0.6811168646888855,-0.45855887719299426
-0.944229114437234,-0.5579124816644372,-0.4655169190820122,-0.5012735438006127,-0.4708684266649359,-0.5091193510995341,1,0,-0.7153845354216607,-0.6142717742148874
-0.944229114437234,0.22246625834384448,0.9548550780077714,1.4877919337727938,-0.4708684266649359,-1.4229878714712556,1,1,-0.5097785110250095,-0.6142717742148874
2.3577796431172073,-1.338291221672719,-1.8858889161717958,-1.8273171955162173,-0.886206201426236,0.7964071065743533,1,1,-0.6639830293224979,-0.14713308314920803
-0.45338997480076304,0.22246625834384448,0.9548550780077714,0.16174828205718944,2.0211582219028643,1.1880650438765195,1,1,-0.14996796833087003,-0.6142717742148874
-0.18565953499905158,0.22246625834384448,-0.4655169190820122,-0.5012735438006127,0.3598071228576642,1.1880650438765195,1,1,-0.9209905598183117,-1.0814104652805667
-0.7657421545694264,0.22246625834384448,-0.4655169190820122,0.8247701079149916,-1.301543976187536,1.5797229811786853,1,1,1.3749433792776256,-0.14713308314920803
0.12669264476961178,1.783223738360408,0.2446690794628796,0.16174828205718944,0.3598071228576642,-0.7702246426343118,1,1,2.2659028183297805,-0.45855887719299426
-1.0780943343380898,-0.5579124816644372,0.2446690794628796,0.16174828205718944,-0.886206201426236,-1.4229878714712556,1,1,-0.5269123463913972,0.1642927108945782
-0.3195247548999073,0.22246625834384448,0.2446690794628796,-0.5012735438006127,0.7751448976189643,0.7964071065743533,1,1,0.004236549966618255,-0.30284598017110115
0.12669264476961178,-0.5579124816644372,-1.175702917626904,-1.164295369658415,-0.05553065190363585,0.7964071065743533,1,0,-0.8867228890855366,1.7214216811135095
0.48366656450522705,0.22246625834384448,0.2446690794628796,-0.5012735438006127,-0.05553065190363585,-0.5091193510995341,1,1,-0.7667860415208234,3.1228377543105474
-0.3195247548999073,1.783223738360408,0.2446690794628796,0.8247701079149916,0.3598071228576642,0.14364387773740964,1,1,-0.47551084029223434,-0.9256975682586737
-0.40876823483381114,0.22246625834384448,-0.4655169190820122,0.16174828205718944,0.3598071228576642,-0.5091193510995341,1,0,0.6553222938893468,-0.7699846712367805
0.6621535243730347,0.22246625834384448,0.9548550780077714,0.16174828205718944,0.3598071228576642,0.14364387773740964,1,1,0.19270873899688176,0.1642927108945782
-1.2119595542389454,-0.5579124816644372,0.2446690794628796,0.8247701079149916,0.3598071228576642,-1.4229878714712556,1,1,-0.4412431695594592,0.008579813872685072
-0.6318769346685706,0.22246625834384448,-0.4655169190820122,0.16174828205718944,-1.093875088806886,-0.7571693780575727,1,0,-0.4412431695594592,0.008579813872685072
-0.05179431509819584,-1.338291221672719,-1.175702917626904,-1.164295369658415,0.3598071228576642,-0.11746141379736809,1,1,-0.6811168646888855,-0.45855887719299426
